location,year_week,new_cases,new_deaths,total_cases,total_deaths,people_vaccinated,people_fully_vaccinated,total_vaccinations
Germany,2021-07-05/2021-07-11,5597.0,25.0,3734712.0,92884.0,49785643.0,35747307.0,83780141.0
Germany,2021-07-12/2021-07-18,9113.0,30.0,3743825.0,92914.0,50928932.0,38901861.0,88020243.0
Germany,2021-07-19/2021-07-25,12646.0,40.0,3756471.0,92954.0,51729409.0,41493965.0,91379761.0
Germany,2021-07-26/2021-08-01,15522.0,72.0,3771993.0,93026.0,52398414.0,43883800.0,94417601.0
Germany,2021-08-02/2021-08-08,20423.0,89.0,3792416.0,93115.0,52965856.0,45995578.0,97075982.0
Germany,2021-08-09/2021-08-15,32077.0,144.0,3824493.0,93259.0,53595542.0,47923434.0,99614020.0
Germany,2021-08-16/2021-08-22,49652.0,224.0,3874145.0,93483.0,54327878.0,49262160.0,101663928.0
Germany,2021-08-23/2021-08-29,66371.0,351.0,3940516.0,93834.0,55071709.0,50238077.0,103366171.0
Germany,2021-08-30/2021-09-05,74737.0,432.0,4015253.0,94266.0,55716108.0,51006353.0,104821777.0
Germany,2021-09-06/2021-09-12,71656.0,449.0,4086909.0,94715.0,56260490.0,51695452.0,106165572.0
Germany,2021-09-13/2021-09-19,61471.0,385.0,4148380.0,95100.0,56806142.0,52423729.0,107605594.0
Germany,2021-09-20/2021-09-26,53623.0,354.0,4202003.0,95454.0,57266808.0,53132949.0,108988775.0
Germany,2021-09-27/2021-10-03,56481.0,423.0,4258484.0,95877.0,57613057.0,53656023.0,110055608.0
Germany,2021-10-04/2021-10-10,58025.0,489.0,4316509.0,96366.0,57915396.0,54129615.0,111051308.0
Germany,2021-10-11/2021-10-17,65359.0,581.0,4381868.0,96947.0,58192758.0,54566979.0,112030028.0
Germany,2021-10-18/2021-10-24,97723.0,1051.0,4479591.0,97998.0,58440911.0,54964892.0,112998643.0
Germany,2021-10-25/2021-10-31,137011.0,1274.0,4616602.0,99272.0,58687279.0,55368166.0,114157653.0
Germany,2021-11-01/2021-11-07,177868.0,1672.0,4794470.0,100944.0,58923371.0,55706693.0,115464886.0
Germany,2021-11-08/2021-11-14,271174.0,2286.0,5065644.0,103230.0,59240874.0,56070197.0,117433404.0
Germany,2021-11-15/2021-11-21,351654.0,2710.0,5417298.0,105940.0,59647587.0,56423118.0,120317099.0
Germany,2021-11-22/2021-11-28,403348.0,3093.0,5820646.0,109033.0,60385604.0,56841699.0,125305443.0
Germany,2021-11-29/2021-12-05,388054.0,2865.0,6208700.0,111898.0,61041950.0,57290246.0,131781710.0
Germany,2021-12-06/2021-12-12,338008.0,2513.0,6546708.0,114411.0,61570178.0,57781171.0,139248140.0
Germany,2021-12-13/2021-12-19,273503.0,1994.0,6820211.0,116405.0,62177341.0,58439487.0,147199901.0
Germany,2021-12-20/2021-12-26,193832.0,1287.0,7014043.0,117692.0,62523969.0,58880965.0,151365584.0
Germany,2021-12-27/2022-01-02,208696.0,1029.0,7222739.0,118721.0,62774611.0,59175365.0,154149145.0
Germany,2022-01-03/2022-01-09,337882.0,870.0,7560621.0,119591.0,63104972.0,59777035.0,158307123.0
Germany,2022-01-10/2022-01-16,486124.0,693.0,8046745.0,120284.0,63455132.0,60456068.0,162785933.0
Germany,2022-01-17/2022-01-23,796815.0,867.0,8843560.0,121151.0,63766922.0,61023294.0,166306015.0
Germany,2022-01-24/2022-01-30,1114352.0,1117.0,9957912.0,122268.0,63996924.0,61513560.0,168904414.0
Germany,2022-01-31/2022-02-06,1292740.0,1504.0,11250652.0,123772.0,64151547.0,61895014.0,170648307.0
Germany,2022-02-07/2022-02-13,1309845.0,1705.0,12560497.0,125477.0,64255788.0,62220028.0,172049657.0
Germany,2022-02-14/2022-02-20,1193271.0,1786.0,13753768.0,127263.0,64330977.0,62471403.0,173184473.0
Germany,2022-02-21/2022-02-27,1093093.0,1645.0,14846861.0,128908.0,64392022.0,62670403.0,174196831.0
Germany,2022-02-28/2022-03-06,1134009.0,1606.0,15980870.0,130514.0,64455376.0,62807927.0,175081201.0
Germany,2022-03-07/2022-03-13,1413846.0,1778.0,17394716.0,132292.0,64505015.0,62915310.0,175957871.0
Germany,2022-03-14/2022-03-20,1582504.0,1934.0,18977220.0,134226.0,64541911.0,62992151.0,176817534.0
Germany,2022-03-21/2022-03-27,1588891.0,1881.0,20566111.0,136107.0,64573945.0,63064938.0,177654963.0
Germany,2022-03-28/2022-04-03,1295125.0,1536.0,21861236.0,137643.0,64600866.0,63123221.0,178452524.0
Germany,2022-04-04/2022-04-10,984600.0,1292.0,22845836.0,138935.0,64622638.0,63171279.0,179233503.0
Germany,2022-04-11/2022-04-17,778948.0,985.0,23624784.0,139920.0,64635253.0,63194843.0,179664808.0
Germany,2022-04-18/2022-04-24,731499.0,808.0,24356283.0,140728.0,64648145.0,63220431.0,180051757.0
Germany,2022-04-25/2022-05-01,596917.0,678.0,24953200.0,141406.0,64669194.0,63258946.0,180594234.0
Germany,2022-05-02/2022-05-08,471440.0,541.0,25424640.0,141947.0,64682198.0,63285798.0,181079368.0
Germany,2022-05-09/2022-05-15,408745.0,418.0,25833385.0,142365.0,64691680.0,63304771.0,181443290.0
Germany,2022-05-16/2022-05-22,292505.0,330.0,26125890.0,142695.0,64700250.0,63322899.0,181758348.0
Germany,2022-05-23/2022-05-29,187159.0,213.0,26313049.0,142908.0,64707395.0,63336004.0,181945617.0
Germany,2022-05-30/2022-06-05,245141.0,223.0,26558190.0,143131.0,64714689.0,63350493.0,182178792.0
Germany,2022-06-06/2022-06-12,331434.0,285.0,26889624.0,143416.0,64720960.0,63362017.0,182358916.0
Germany,2022-06-13/2022-06-19,413791.0,402.0,27303415.0,143818.0,64728109.0,63373770.0,182551611.0
Germany,2022-06-20/2022-06-26,574225.0,566.0,27877640.0,144384.0,64735897.0,63386392.0,182811050.0
Germany,2022-06-27/2022-07-03,622776.0,610.0,28500416.0,144994.0,64744123.0,63398761.0,183056551.0
Germany,2022-07-04/2022-07-10,629349.0,702.0,29129765.0,145696.0,64750786.0,63409418.0,183295571.0
Germany,2022-07-11/2022-07-17,675130.0,960.0,29804895.0,146656.0,64757825.0,63420287.0,183579465.0
Germany,2022-07-18/2022-07-24,627179.0,1129.0,30432074.0,147785.0,64764728.0,63429466.0,183837518.0
Germany,2022-07-25/2022-07-31,495729.0,1038.0,30927803.0,148823.0,64770395.0,63437497.0,184074128.0
Germany,2022-08-01/2022-08-07,362936.0,791.0,31290739.0,149614.0,64775292.0,63444519.0,184260639.0
Germany,2022-08-08/2022-08-14,298292.0,623.0,31589031.0,150237.0,64779755.0,63451230.0,184433131.0
Germany,2022-08-15/2022-08-21,263329.0,593.0,31852360.0,150830.0,64787380.0,63460408.0,184596217.0
Germany,2022-08-22/2022-08-28,227979.0,397.0,32080339.0,151227.0,64791752.0,63466923.0,184762658.0
Germany,2022-08-29/2022-09-04,201757.0,351.0,32282096.0,151578.0,64796242.0,63473250.0,184916839.0
Germany,2022-09-05/2022-09-11,204084.0,317.0,32486180.0,151895.0,64800715.0,63479292.0,185048568.0
Germany,2022-09-12/2022-09-18,228913.0,354.0,32715093.0,152249.0,64805073.0,63485634.0,185276182.0
Germany,2022-09-19/2022-09-25,286535.0,520.0,33001628.0,152769.0,64809259.0,63491708.0,185548182.0
Germany,2022-09-26/2022-10-02,458852.0,880.0,33460480.0,153649.0,64814412.0,63499666.0,185966975.0
Germany,2022-10-03/2022-10-09,594073.0,1284.0,34054553.0,154933.0,64819875.0,63505970.0,186416466.0
Germany,2022-10-10/2022-10-16,644986.0,1560.0,34699539.0,156493.0,64826131.0,63511989.0,187041154.0
Germany,2022-10-17/2022-10-23,544616.0,1477.0,35244155.0,157970.0,64831501.0,63517417.0,187720696.0
Germany,2022-10-24/2022-10-30,373903.0,1049.0,35618058.0,159019.0,64836955.0,63522300.0,188374533.0
Germany,2022-10-31/2022-11-06,243578.0,698.0,35861636.0,159717.0,64841084.0,63526754.0,188861717.0
Germany,2022-11-07/2022-11-13,202015.0,640.0,36063651.0,160357.0,64846150.0,63531208.0,189476099.0
Germany,2022-11-14/2022-11-20,169667.0,553.0,36233318.0,160910.0,64850296.0,63534867.0,190004078.0
Germany,2022-11-21/2022-11-27,170589.0,640.0,36403907.0,161550.0,64853818.0,63538336.0,190451636.0
Germany,2022-11-28/2022-12-04,184825.0,800.0,36588732.0,162350.0,64856873.0,63541555.0,190808690.0
Germany,2022-12-05/2022-12-11,199505.0,961.0,36788237.0,163311.0,64859261.0,63544255.0,191118216.0
Germany,2022-12-12/2022-12-18,222953.0,1139.0,37011190.0,164450.0,64861559.0,63546761.0,191380604.0
Germany,2022-12-19/2022-12-25,230746.0,1288.0,37241936.0,165738.0,64863198.0,63548847.0,191524947.0
Germany,2022-12-26/2023-01-01,151567.0,970.0,37393503.0,166708.0,64864285.0,63550299.0,191587420.0
Germany,2023-01-02/2023-01-08,130316.0,829.0,37523819.0,167537.0,64865203.0,63551402.0,191652408.0
Germany,2023-01-09/2023-01-15,89089.0,517.0,37612908.0,168054.0,64866750.0,63553150.0,191776364.0
Germany,2023-01-16/2023-01-22,62867.0,338.0,37675775.0,168392.0,64868679.0,63554639.0,191873973.0
Germany,2023-01-23/2023-01-29,73298.0,331.0,37749073.0,168723.0,64869920.0,63555759.0,191950675.0
Germany,2023-01-30/2023-02-05,84243.0,344.0,37833316.0,169067.0,64870967.0,63556535.0,192004840.0
Germany,2023-02-06/2023-02-12,86595.0,455.0,37919911.0,169522.0,64871543.0,63557313.0,192049552.0
Germany,2023-02-13/2023-02-19,97850.0,601.0,38017761.0,170123.0,64872101.0,63557935.0,192082064.0
Germany,2023-02-20/2023-02-26,113434.0,599.0,38131195.0,170722.0,64872628.0,63558701.0,192107073.0
Germany,2023-02-27/2023-03-05,86321.0,535.0,38217516.0,171257.0,64873252.0,63559515.0,192132374.0
Germany,2023-03-06/2023-03-12,43758.0,572.0,38261274.0,171829.0,64873863.0,63560239.0,192153053.0
Germany,2023-03-13/2023-03-19,40307.0,626.0,38301581.0,172455.0,64874503.0,63560942.0,192171767.0
Germany,2023-03-20/2023-03-26,32639.0,545.0,38334220.0,173000.0,64875122.0,63561808.0,192189521.0
Germany,2023-03-27/2023-04-02,22652.0,431.0,38356872.0,173431.0,64876076.0,63563015.0,192210691.0
Germany,2023-04-03/2023-04-09,14679.0,278.0,38371551.0,173709.0,64876299.0,63563414.0,192221468.0
Germany,2023-04-10/2023-04-16,13045.0,304.0,38384596.0,174013.0,,,
Germany,2023-04-17/2023-04-23,11468.0,231.0,38396064.0,174244.0,,,
Germany,2023-04-24/2023-04-30,9193.0,162.0,38405257.0,174406.0,,,
Germany,2023-05-01/2023-05-07,7360.0,167.0,38412617.0,174573.0,,,
Germany,2023-05-08/2023-05-14,6708.0,109.0,38419325.0,174682.0,,,
Germany,2023-05-15/2023-05-21,4359.0,85.0,38423684.0,174767.0,,,
Germany,2023-05-22/2023-05-28,4272.0,72.0,38427956.0,174839.0,,,
Germany,2023-05-29/2023-06-04,2767.0,55.0,38430723.0,174894.0,,,
Germany,2023-06-05/2023-06-11,2392.0,32.0,38433115.0,174926.0,,,
Germany,2023-06-12/2023-06-18,2014.0,30.0,38435129.0,174956.0,,,
Germany,2023-06-19/2023-06-25,1528.0,15.0,38436657.0,174971.0,,,
Germany,2023-06-26/2023-07-02,1099.0,8.0,38437756.0,174979.0,,,
Germany,2023-07-03/2023-07-09,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-07-10/2023-07-16,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-07-17/2023-07-23,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-07-24/2023-07-30,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-07-31/2023-08-06,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-08-07/2023-08-13,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-08-14/2023-08-20,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-08-21/2023-08-27,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-08-28/2023-09-03,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-09-04/2023-09-10,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-09-11/2023-09-17,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-09-18/2023-09-24,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-09-25/2023-10-01,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-10-02/2023-10-08,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-10-09/2023-10-15,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-10-16/2023-10-22,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-10-23/2023-10-29,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-10-30/2023-11-05,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-11-06/2023-11-12,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-11-13/2023-11-19,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-11-20/2023-11-26,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-11-27/2023-12-03,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-12-04/2023-12-10,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-12-11/2023-12-17,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-12-18/2023-12-24,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-12-25/2023-12-31,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-01-01/2024-01-07,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-01-08/2024-01-14,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-01-15/2024-01-21,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-01-22/2024-01-28,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-01-29/2024-02-04,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-02-05/2024-02-11,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-02-12/2024-02-18,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-02-19/2024-02-25,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-02-26/2024-03-03,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-03-04/2024-03-10,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-03-11/2024-03-17,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-03-18/2024-03-24,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-03-25/2024-03-31,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-04-01/2024-04-07,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-04-08/2024-04-14,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-04-15/2024-04-21,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-04-22/2024-04-28,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-04-29/2024-05-05,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-05-06/2024-05-12,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-05-13/2024-05-19,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-05-20/2024-05-26,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-05-27/2024-06-02,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-06-03/2024-06-09,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-06-10/2024-06-16,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-06-17/2024-06-23,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-06-24/2024-06-30,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-07-01/2024-07-07,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-07-08/2024-07-14,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-07-15/2024-07-21,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-07-22/2024-07-28,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-07-29/2024-08-04,0.0,0.0,38437756.0,174979.0,,,
India,2019-12-30/2020-01-05,0.0,0.0,0.0,0.0,,,
India,2020-01-06/2020-01-12,0.0,0.0,0.0,0.0,,,
India,2020-01-13/2020-01-19,0.0,0.0,0.0,0.0,,,
India,2020-01-20/2020-01-26,0.0,0.0,0.0,0.0,,,
India,2020-01-27/2020-02-02,2.0,0.0,2.0,0.0,,,
India,2020-02-03/2020-02-09,5.0,0.0,7.0,0.0,,,
India,2020-02-10/2020-02-16,0.0,0.0,7.0,0.0,,,
India,2020-02-17/2020-02-23,0.0,0.0,7.0,0.0,,,
India,2020-02-24/2020-03-01,0.0,0.0,7.0,0.0,,,
India,2020-03-02/2020-03-08,32.0,0.0,39.0,0.0,,,
India,2020-03-09/2020-03-15,68.0,2.0,107.0,2.0,,,
India,2020-03-16/2020-03-22,253.0,5.0,360.0,7.0,,,
India,2020-03-23/2020-03-29,619.0,18.0,979.0,25.0,,,
India,2020-03-30/2020-04-05,2395.0,52.0,3374.0,77.0,,,
India,2020-04-06/2020-04-12,4982.0,196.0,8356.0,273.0,,,
India,2020-04-13/2020-04-19,7356.0,234.0,15712.0,507.0,,,
India,2020-04-20/2020-04-26,10784.0,317.0,26496.0,824.0,,,
India,2020-04-27/2020-05-03,13484.0,477.0,39980.0,1301.0,,,
India,2020-05-04/2020-05-10,22959.0,808.0,62939.0,2109.0,,,
India,2020-05-11/2020-05-17,27988.0,763.0,90927.0,2872.0,,,
India,2020-05-18/2020-05-24,40941.0,995.0,131868.0,3867.0,,,
India,2020-05-25/2020-05-31,50275.0,1297.0,182143.0,5164.0,,,
India,2020-06-01/2020-06-07,64485.0,1765.0,246628.0,6929.0,,,
India,2020-06-08/2020-06-14,74294.0,2266.0,320922.0,9195.0,,,
India,2020-06-15/2020-06-21,89539.0,4059.0,410461.0,13254.0,,,
India,2020-06-22/2020-06-28,118398.0,2841.0,528859.0,16095.0,,,
India,2020-06-29/2020-07-05,144306.0,3173.0,673165.0,19268.0,,,
India,2020-07-06/2020-07-12,176388.0,3406.0,849553.0,22674.0,,,
India,2020-07-13/2020-07-19,228065.0,4142.0,1077618.0,26816.0,,,
India,2020-07-20/2020-07-26,307904.0,5247.0,1385522.0,32063.0,,,
India,2020-07-27/2020-08-02,365201.0,5301.0,1750723.0,37364.0,,,
India,2020-08-03/2020-08-09,402287.0,6015.0,2153010.0,43379.0,,,
India,2020-08-10/2020-08-16,436672.0,6601.0,2589682.0,49980.0,,,
India,2020-08-17/2020-08-23,455258.0,6726.0,3044940.0,56706.0,,,
India,2020-08-24/2020-08-30,497793.0,6792.0,3542733.0,63498.0,,,
India,2020-08-31/2020-09-06,571078.0,7128.0,4113811.0,70626.0,,,
India,2020-09-07/2020-09-13,640545.0,7960.0,4754356.0,78586.0,,,
India,2020-09-14/2020-09-20,646263.0,8166.0,5400619.0,86752.0,,,
India,2020-09-21/2020-09-27,591913.0,7751.0,5992532.0,94503.0,,,
India,2020-09-28/2020-10-04,556841.0,7279.0,6549373.0,101782.0,,,
India,2020-10-05/2020-10-11,504433.0,6552.0,7053806.0,108334.0,,,
India,2020-10-12/2020-10-18,440745.0,5697.0,7494551.0,114031.0,,,
India,2020-10-19/2020-10-25,370260.0,4503.0,7864811.0,118534.0,,,
India,2020-10-26/2020-11-01,319271.0,3577.0,8184082.0,122111.0,,,
India,2020-11-02/2020-11-08,323672.0,4010.0,8507754.0,126121.0,,,
India,2020-11-09/2020-11-15,306825.0,3514.0,8814579.0,129635.0,,,
India,2020-11-16/2020-11-22,281227.0,3592.0,9095806.0,133227.0,,,
India,2020-11-23/2020-11-29,297113.0,3469.0,9392919.0,136696.0,,,
India,2020-11-30/2020-12-06,251303.0,3486.0,9644222.0,140182.0,,,
India,2020-12-07/2020-12-13,212807.0,2837.0,9857029.0,143019.0,,,
India,2020-12-14/2020-12-20,174194.0,2458.0,10031223.0,145477.0,,,
India,2020-12-21/2020-12-27,156627.0,2145.0,10187850.0,147622.0,,,
India,2020-12-28/2021-01-03,136115.0,1813.0,10323965.0,149435.0,,,
India,2021-01-04/2021-01-10,126319.0,1564.0,10450284.0,150999.0,,,
India,2021-01-11/2021-01-17,107701.0,1275.0,10557985.0,152274.0,224301.0,,224301.0
India,2021-01-18/2021-01-24,96548.0,1065.0,10654533.0,153339.0,1615504.0,,1615504.0
India,2021-01-25/2021-01-31,91650.0,935.0,10746183.0,154274.0,3758843.0,,3758843.0
India,2021-02-01/2021-02-07,80180.0,722.0,10826363.0,154996.0,5812362.0,,5812362.0
India,2021-02-08/2021-02-14,78577.0,646.0,10904940.0,155642.0,8044786.0,7668.0,8052454.0
India,2021-02-15/2021-02-21,86711.0,660.0,10991651.0,156302.0,10124531.0,960642.0,11085173.0
India,2021-02-22/2021-02-28,105080.0,749.0,11096731.0,157051.0,11845075.0,2456191.0,14301266.0
India,2021-03-01/2021-03-07,114068.0,705.0,11210799.0,157756.0,17227903.0,3761107.0,20989010.0
India,2021-03-08/2021-03-14,148249.0,851.0,11359048.0,158607.0,24452385.0,5455653.0,29908038.0
India,2021-03-15/2021-03-21,240082.0,1148.0,11599130.0,159755.0,37574302.0,7491696.0,45065998.0
India,2021-03-22/2021-03-28,372494.0,1797.0,11971624.0,161552.0,51660234.0,8870201.0,60530435.0
India,2021-03-29/2021-04-04,513885.0,3071.0,12485509.0,164623.0,68678838.0,10426325.0,79105163.0
India,2021-04-05/2021-04-11,873296.0,4652.0,13358805.0,169275.0,91587400.0,12941165.0,104528565.0
India,2021-04-12/2021-04-18,1429304.0,7875.0,14788109.0,177150.0,107371770.0,16480796.0,123852566.0
India,2021-04-19/2021-04-25,2172063.0,15161.0,16960172.0,192311.0,117795008.0,21390165.0,139185173.0
India,2021-04-26/2021-05-02,2597285.0,23231.0,19557457.0,215542.0,126704151.0,27507360.0,154211511.0
India,2021-05-03/2021-05-09,2738957.0,26820.0,22296414.0,242362.0,133854676.0,34450192.0,168304868.0
India,2021-05-10/2021-05-16,2387663.0,27922.0,24684077.0,270284.0,141764335.0,40486671.0,182251006.0
India,2021-05-17/2021-05-23,1846055.0,28982.0,26530132.0,299266.0,150033188.0,41686052.0,191719240.0
India,2021-05-24/2021-05-30,1364668.0,26706.0,27894800.0,325972.0,165598013.0,43067110.0,208665123.0
India,2021-05-31/2021-06-06,914539.0,20787.0,28809339.0,346759.0,183275704.0,44765341.0,228041045.0
India,2021-06-07/2021-06-13,630650.0,23625.0,29439989.0,370384.0,202572835.0,46857581.0,249430416.0
India,2021-06-14/2021-06-20,441976.0,16329.0,29881965.0,386713.0,224541283.0,49745316.0,274286599.0
India,2021-06-21/2021-06-27,351218.0,9038.0,30233183.0,395751.0,262916313.0,55114099.0,318030412.0
India,2021-06-28/2021-07-04,312250.0,6254.0,30545433.0,402005.0,284455266.0,62923284.0,347378550.0
India,2021-07-05/2021-07-11,291789.0,6035.0,30837222.0,408040.0,304018852.0,73333649.0,377352501.0
India,2021-07-12/2021-07-18,268843.0,5569.0,31106065.0,413609.0,321893762.0,83037953.0,404931715.0
India,2021-07-19/2021-07-25,265836.0,6942.0,31371901.0,420551.0,341802707.0,93393294.0,435196001.0
India,2021-07-26/2021-08-01,283923.0,3800.0,31655824.0,424351.0,367994586.0,104229053.0,472223639.0
India,2021-08-02/2021-08-08,278631.0,3511.0,31934455.0,427862.0,395667593.0,112997166.0,508664759.0
India,2021-08-09/2021-08-15,258121.0,3363.0,32192576.0,431225.0,422575401.0,121270889.0,543846290.0
India,2021-08-16/2021-08-22,231658.0,3142.0,32424234.0,434367.0,451186857.0,129584967.0,580771824.0
India,2021-08-23/2021-08-29,270796.0,3463.0,32695030.0,437830.0,488153607.0,144434244.0,632587851.0
India,2021-08-30/2021-09-05,293643.0,2703.0,32988673.0,440533.0,525319361.0,159196152.0,684515513.0
India,2021-09-06/2021-09-12,248248.0,2122.0,33236921.0,442655.0,563337272.0,176940864.0,740278136.0
India,2021-09-13/2021-09-19,211242.0,2183.0,33448163.0,444838.0,602206789.0,202571907.0,804778696.0
India,2021-09-20/2021-09-26,204582.0,2080.0,33652745.0,446918.0,631601656.0,224190090.0,855791746.0
India,2021-09-27/2021-10-03,161158.0,1899.0,33813903.0,448817.0,659744381.0,246411092.0,906155473.0
India,2021-10-04/2021-10-10,139572.0,1772.0,33953475.0,450589.0,683498355.0,267641477.0,951139832.0
India,2021-10-11/2021-10-17,114244.0,1535.0,34067719.0,452124.0,695536360.0,280808336.0,976344696.0
India,2021-10-18/2021-10-24,107749.0,2145.0,34175468.0,454269.0,717676310.0,304591540.0,1022267850.0
India,2021-10-25/2021-10-31,97832.0,3917.0,34273300.0,458186.0,733542729.0,329088622.0,1062631351.0
India,2021-11-01/2021-11-07,82236.0,2605.0,34355536.0,460791.0,741210655.0,341931630.0,1083142285.0
India,2021-11-08/2021-11-14,81771.0,2739.0,34437307.0,463530.0,752662221.0,370227215.0,1122889436.0
India,2021-11-15/2021-11-21,73106.0,2132.0,34510413.0,465662.0,766988022.0,401069205.0,1168057227.0
India,2021-11-22/2021-11-28,62110.0,2892.0,34572523.0,468554.0,784647922.0,438546779.0,1223194701.0
India,2021-11-29/2021-12-05,60732.0,4772.0,34633255.0,473326.0,801417375.0,477346183.0,1278763558.0
India,2021-12-06/2021-12-12,57255.0,2108.0,34690510.0,475434.0,816708250.0,514690976.0,1331399226.0
India,2021-12-13/2021-12-19,49765.0,1988.0,34740275.0,477422.0,828319595.0,548109267.0,1376428862.0
India,2021-12-20/2021-12-26,46527.0,2260.0,34786802.0,479682.0,837294288.0,577437315.0,1414731603.0
India,2021-12-27/2022-01-02,102330.0,2088.0,34889132.0,481770.0,847665306.0,608920928.0,1456586234.0
India,2022-01-03/2022-01-09,638872.0,2020.0,35528004.0,483790.0,886204082.0,631501200.0,1517705282.0
India,2022-01-10/2022-01-16,1594160.0,2276.0,37122164.0,486066.0,910386043.0,656011893.0,1570696006.0
India,2022-01-17/2022-01-23,2115100.0,3343.0,39237264.0,489409.0,929971622.0,684436700.0,1622210924.0
India,2022-01-24/2022-01-30,1855258.0,4682.0,41092522.0,494091.0,940755706.0,705405482.0,1657362150.0
India,2022-01-31/2022-02-06,1095616.0,7888.0,42188138.0,501979.0,951213177.0,730532500.0,1695886196.0
India,2022-02-07/2022-02-13,443283.0,6686.0,42631421.0,508665.0,958033046.0,753481207.0,1727912049.0
India,2022-02-14/2022-02-20,191052.0,3238.0,42822473.0,511903.0,962616766.0,772901521.0,1753406786.0
India,2022-02-21/2022-02-27,93644.0,1821.0,42916117.0,513724.0,965531308.0,789372639.0,1773724815.0
India,2022-02-28/2022-03-06,46836.0,1312.0,42962953.0,515036.0,967279389.0,801141086.0,1787845508.0
India,2022-03-07/2022-03-13,28038.0,814.0,42990991.0,515850.0,968738370.0,811980554.0,1800720203.0
India,2022-03-14/2022-03-20,16850.0,629.0,43007841.0,516479.0,971428124.0,819491293.0,1811384731.0
India,2022-03-21/2022-03-27,11612.0,4525.0,43019453.0,521004.0,983190780.0,826884564.0,1831347741.0
India,2022-03-28/2022-04-03,8678.0,341.0,43028131.0,521345.0,989520028.0,831824241.0,1843313964.0
India,2022-04-04/2022-04-10,7140.0,340.0,43035271.0,521685.0,994940223.0,838319304.0,1856267473.0
India,2022-04-11/2022-04-17,6826.0,66.0,43042097.0,521751.0,997038307.0,841683688.0,1862475218.0
India,2022-04-18/2022-04-24,15448.0,442.0,43057545.0,522193.0,1000351588.0,850179623.0,1875857737.0
India,2022-04-25/2022-05-01,21643.0,1650.0,43079188.0,523843.0,1003626487.0,860357368.0,1890938196.0
India,2022-05-02/2022-05-08,23006.0,221.0,43102194.0,524064.0,1005710091.0,867476230.0,1901414279.0
India,2022-05-09/2022-05-15,19405.0,150.0,43121599.0,524214.0,1007875307.0,874993288.0,1912387924.0
India,2022-05-16/2022-05-22,14772.0,199.0,43136371.0,524413.0,1009567798.0,881280667.0,1922077507.0
