location,year_week,new_cases,new_deaths,total_cases,total_deaths,people_vaccinated,people_fully_vaccinated,total_vaccinations
Russia,2020-05-25/2020-05-31,61362.0,1152.0,405843.0,4693.0,,,
Russia,2020-06-01/2020-06-07,61830.0,1166.0,467673.0,5859.0,,,
Russia,2020-06-08/2020-06-14,61291.0,1089.0,528964.0,6948.0,,,
Russia,2020-06-15/2020-06-21,55716.0,1163.0,584680.0,8111.0,,,
Russia,2020-06-22/2020-06-28,49757.0,962.0,634437.0,9073.0,,,
Russia,2020-06-29/2020-07-05,46814.0,1088.0,681251.0,10161.0,,,
Russia,2020-07-06/2020-07-12,45911.0,1174.0,727162.0,11335.0,,,
Russia,2020-07-13/2020-07-19,44384.0,1007.0,771546.0,12342.0,,,
Russia,2020-07-20/2020-07-26,40939.0,927.0,812485.0,13269.0,,,
Russia,2020-07-27/2020-08-02,38385.0,859.0,850870.0,14128.0,,,
Russia,2020-08-03/2020-08-09,36666.0,803.0,887536.0,14931.0,,,
Russia,2020-08-10/2020-08-16,35317.0,754.0,922853.0,15685.0,,,
Russia,2020-08-17/2020-08-23,33896.0,698.0,956749.0,16383.0,,,
Russia,2020-08-24/2020-08-30,33577.0,710.0,990326.0,17093.0,,,
Russia,2020-08-31/2020-09-06,35179.0,727.0,1025505.0,17820.0,,,
Russia,2020-09-07/2020-09-13,37306.0,758.0,1062811.0,18578.0,,,
Russia,2020-09-14/2020-09-20,40588.0,840.0,1103399.0,19418.0,,,
Russia,2020-09-21/2020-09-27,48039.0,906.0,1151438.0,20324.0,,,
Russia,2020-09-28/2020-10-04,63563.0,1034.0,1215001.0,21358.0,,,
Russia,2020-10-05/2020-10-11,83717.0,1239.0,1298718.0,22597.0,,,
Russia,2020-10-12/2020-10-18,100616.0,1590.0,1399334.0,24187.0,,,
Russia,2020-10-19/2020-10-25,114543.0,1863.0,1513877.0,26050.0,,,
Russia,2020-10-26/2020-11-01,122904.0,2185.0,1636781.0,28235.0,,,
Russia,2020-11-02/2020-11-08,137553.0,2302.0,1774334.0,30537.0,,,
Russia,2020-11-09/2020-11-15,151491.0,2649.0,1925825.0,33186.0,,,
Russia,2020-11-16/2020-11-22,163504.0,2993.0,2089329.0,36179.0,,,
Russia,2020-11-23/2020-11-29,179987.0,3348.0,2269316.0,39527.0,,,
Russia,2020-11-30/2020-12-06,191454.0,3614.0,2460770.0,43141.0,,,
Russia,2020-12-07/2020-12-13,193158.0,3800.0,2653928.0,46941.0,,,
Russia,2020-12-14/2020-12-20,194449.0,3917.0,2848377.0,50858.0,28500.0,,28500.0
Russia,2020-12-21/2020-12-27,201871.0,3920.0,3050248.0,54778.0,52000.0,,52000.0
Russia,2020-12-28/2021-01-03,186539.0,3728.0,3236787.0,58506.0,800000.0,,800000.0
Russia,2021-01-04/2021-01-10,165167.0,3331.0,3401954.0,61837.0,,,
Russia,2021-01-11/2021-01-17,166255.0,3729.0,3568209.0,65566.0,1000000.0,,1000000.0
Russia,2021-01-18/2021-01-24,151191.0,3896.0,3719400.0,69462.0,,,
Russia,2021-01-25/2021-01-31,131039.0,3720.0,3850439.0,73182.0,,,
Russia,2021-02-01/2021-02-07,116842.0,3479.0,3967281.0,76661.0,,,
Russia,2021-02-08/2021-02-14,104602.0,3465.0,4071883.0,80126.0,,,
Russia,2021-02-15/2021-02-21,92843.0,3167.0,4164726.0,83293.0,,,
Russia,2021-02-22/2021-02-28,81353.0,2829.0,4246079.0,86122.0,,,
Russia,2021-03-01/2021-03-07,76697.0,2978.0,4322776.0,89100.0,5128138.0,1527349.0,6655487.0
Russia,2021-03-08/2021-03-14,67832.0,2990.0,4390608.0,92090.0,5366009.0,1907924.0,7273933.0
Russia,2021-03-15/2021-03-21,66261.0,2940.0,4456869.0,95030.0,5611139.0,2751436.0,8362575.0
Russia,2021-03-22/2021-03-28,62963.0,2710.0,4519832.0,97740.0,,,
Russia,2021-03-29/2021-04-04,61062.0,2634.0,4580894.0,100374.0,7505764.0,4615046.0,12120810.0
Russia,2021-04-05/2021-04-11,60496.0,2612.0,4641390.0,102986.0,8692848.0,5415493.0,14108341.0
Russia,2021-04-12/2021-04-18,60711.0,2596.0,4702101.0,105582.0,10019885.0,6147266.0,16167151.0
Russia,2021-04-19/2021-04-25,60468.0,2650.0,4762569.0,108232.0,11362893.0,6789814.0,18152707.0
Russia,2021-04-26/2021-05-02,60686.0,2630.0,4823255.0,110862.0,12431003.0,7639740.0,20070743.0
Russia,2021-05-03/2021-05-09,57007.0,2464.0,4880262.0,113326.0,13056228.0,8540846.0,21597074.0
Russia,2021-05-10/2021-05-16,59983.0,2545.0,4940245.0,115871.0,14313416.0,9656918.0,23970334.0
Russia,2021-05-17/2021-05-23,61260.0,2611.0,5001505.0,118482.0,15360666.0,11111844.0,26472510.0
Russia,2021-05-24/2021-05-30,61937.0,2680.0,5063442.0,121162.0,16528341.0,11921211.0,28449552.0
Russia,2021-05-31/2021-06-06,62995.0,2625.0,5126437.0,123787.0,17556908.0,13151142.0,30708050.0
Russia,2021-06-07/2021-06-13,82250.0,2643.0,5208687.0,126430.0,18514644.0,14316552.0,32831196.0
Russia,2021-06-14/2021-06-20,108139.0,2931.0,5316826.0,129361.0,19657314.0,15243990.0,34901304.0
Russia,2021-06-21/2021-06-27,134465.0,3921.0,5451291.0,133282.0,21614318.0,16825846.0,38440164.0
Russia,2021-06-28/2021-07-04,159650.0,4643.0,5610941.0,137925.0,24969023.0,17861566.0,42830589.0
Russia,2021-07-05/2021-07-11,172392.0,5077.0,5783333.0,143002.0,28645936.0,18926292.0,47572228.0
Russia,2021-07-12/2021-07-18,174800.0,5417.0,5958133.0,148419.0,32086928.0,20695960.0,52782888.0
Russia,2021-07-19/2021-07-25,168408.0,5455.0,6126541.0,153874.0,34655066.0,22838757.0,57493823.0
Russia,2021-07-26/2021-08-01,162136.0,5478.0,6288677.0,159352.0,36759116.0,25466493.0,62225609.0
Russia,2021-08-02/2021-08-08,159073.0,5529.0,6447750.0,164881.0,38591963.0,27653563.0,66245526.0
Russia,2021-08-09/2021-08-15,153086.0,5618.0,6600836.0,170499.0,40731280.0,32432870.0,73164150.0
Russia,2021-08-16/2021-08-22,146251.0,5545.0,6747087.0,176044.0,42280854.0,34521025.0,76801879.0
Russia,2021-08-23/2021-08-29,135740.0,5593.0,6882827.0,181637.0,43523101.0,36185721.0,79708822.0
Russia,2021-08-30/2021-09-05,129772.0,5563.0,7012599.0,187200.0,44492958.0,38310940.0,82803898.0
Russia,2021-09-06/2021-09-12,127471.0,5549.0,7140070.0,192749.0,45598793.0,39683652.0,85282445.0
Russia,2021-09-13/2021-09-19,134858.0,5469.0,7274928.0,198218.0,46811516.0,40925110.0,87736626.0
Russia,2021-09-20/2021-09-26,145985.0,5682.0,7420913.0,203900.0,47594992.0,41706138.0,89301130.0
Russia,2021-09-27/2021-10-03,165623.0,6018.0,7586536.0,209918.0,48610971.0,42540314.0,91151285.0
Russia,2021-10-04/2021-10-10,188829.0,6497.0,7775365.0,216415.0,49463056.0,45028633.0,94491689.0
Russia,2021-10-11/2021-10-17,217322.0,6897.0,7992687.0,223312.0,50182928.0,45702564.0,95885492.0
Russia,2021-10-18/2021-10-24,248956.0,7288.0,8241643.0,230600.0,52861352.0,,100766655.0
Russia,2021-10-25/2021-10-31,272147.0,7938.0,8513790.0,238538.0,55463950.0,47601622.0,104464268.0
Russia,2021-11-01/2021-11-07,281305.0,8276.0,8795095.0,246814.0,57997497.0,49574598.0,108839638.0
Russia,2021-11-08/2021-11-14,275579.0,8572.0,9070674.0,255386.0,61165173.0,51188082.0,114006989.0
Russia,2021-11-15/2021-11-21,260484.0,8709.0,9331158.0,264095.0,63496542.0,53578117.0,119759585.0
Russia,2021-11-22/2021-11-28,239215.0,8660.0,9570373.0,272755.0,66201198.0,56115075.0,125594890.0
Russia,2021-11-29/2021-12-05,231240.0,8523.0,9801613.0,281278.0,68029825.0,58695024.0,130634456.0
Russia,2021-12-06/2021-12-12,215283.0,8205.0,10016896.0,289483.0,70013461.0,61370296.0,135853932.0
Russia,2021-12-13/2021-12-19,197894.0,7720.0,10214790.0,297203.0,71781421.0,63592062.0,140161780.0
Russia,2021-12-20/2021-12-26,177230.0,7015.0,10392020.0,304218.0,72814442.0,65432375.0,143693041.0
Russia,2021-12-27/2022-01-02,145946.0,6300.0,10537966.0,310518.0,73824201.0,67008180.0,146724190.0
Russia,2022-01-03/2022-01-09,112883.0,5645.0,10650849.0,316163.0,74240817.0,67260462.0,147390352.0
Russia,2022-01-10/2022-01-16,152685.0,5157.0,10803534.0,321320.0,74861326.0,68711859.0,149979932.0
Russia,2022-01-17/2022-01-23,304657.0,4792.0,11108191.0,326112.0,75716600.0,69307145.0,151930977.0
Russia,2022-01-24/2022-01-30,628816.0,4616.0,11737007.0,330728.0,76555906.0,69704859.0,154084022.0
Russia,2022-01-31/2022-02-06,1073111.0,4686.0,12810118.0,335414.0,77184494.0,70324784.0,155743283.0
Russia,2022-02-07/2022-02-13,1323391.0,4834.0,14133509.0,340248.0,77942040.0,70976666.0,157847689.0
Russia,2022-02-14/2022-02-20,1236910.0,5252.0,15370419.0,345500.0,78284278.0,71601909.0,160816996.0
Russia,2022-02-21/2022-02-27,920697.0,5427.0,16291116.0,350927.0,,,
Russia,2022-02-28/2022-03-06,650540.0,5354.0,16941656.0,356281.0,78769608.0,72122031.0,161243863.0
Russia,2022-03-07/2022-03-13,393530.0,4530.0,17335186.0,360811.0,78864152.0,72209922.0,161480902.0
Russia,2022-03-14/2022-03-20,247506.0,3681.0,17582692.0,364492.0,79097971.0,72387464.0,162052208.0
Russia,2022-03-21/2022-03-27,180050.0,2859.0,17762742.0,367351.0,79914874.0,72800841.0,163498591.0
Russia,2022-03-28/2022-04-03,134124.0,2357.0,17896866.0,369708.0,79920509.0,72847646.0,163623016.0
Russia,2022-04-04/2022-04-10,99194.0,2008.0,17996060.0,371716.0,80055554.0,73011036.0,164655398.0
Russia,2022-04-11/2022-04-17,78657.0,1784.0,18074717.0,373500.0,80286692.0,73179137.0,165034184.0
Russia,2022-04-18/2022-04-24,62420.0,1402.0,18137137.0,374902.0,80485662.0,73293254.0,165983904.0
Russia,2022-04-25/2022-05-01,52264.0,1129.0,18189401.0,376031.0,80862100.0,73576259.0,166388061.0
Russia,2022-05-02/2022-05-08,38265.0,915.0,18227666.0,376946.0,80924592.0,,166534236.0
Russia,2022-05-09/2022-05-15,32627.0,724.0,18260293.0,377670.0,,,
Russia,2022-05-16/2022-05-22,33157.0,680.0,18293450.0,378350.0,81000349.0,73583983.0,166676353.0
Russia,2022-05-23/2022-05-29,30586.0,605.0,18324036.0,378955.0,81031567.0,73682537.0,166830060.0
Russia,2022-05-30/2022-06-05,27815.0,565.0,18351851.0,379520.0,81100653.0,73998668.0,167218973.0
Russia,2022-06-06/2022-06-12,24736.0,500.0,18376587.0,380020.0,81110817.0,74003641.0,167269203.0
Russia,2022-06-13/2022-06-19,21673.0,443.0,18398260.0,380463.0,81529329.0,74284589.0,168160562.0
Russia,2022-06-20/2022-06-26,20621.0,429.0,18418881.0,380892.0,81597163.0,74329141.0,168286901.0
Russia,2022-06-27/2022-07-03,20878.0,371.0,18439759.0,381263.0,81792489.0,74673362.0,168942751.0
Russia,2022-07-04/2022-07-10,22452.0,320.0,18462211.0,381583.0,81820458.0,74718279.0,169032177.0
Russia,2022-07-11/2022-07-17,28085.0,298.0,18490296.0,381881.0,81874223.0,74750729.0,169145557.0
Russia,2022-07-18/2022-07-24,41959.0,274.0,18532255.0,382155.0,82034136.0,74969766.0,169735679.0
Russia,2022-07-25/2022-07-31,69464.0,278.0,18601719.0,382433.0,82246152.0,75041866.0,170307823.0
Russia,2022-08-01/2022-08-07,110980.0,308.0,18712699.0,382741.0,82584587.0,75211211.0,171469139.0
Russia,2022-08-08/2022-08-14,169259.0,384.0,18881958.0,383125.0,82903599.0,75309482.0,172190537.0
Russia,2022-08-15/2022-08-21,235385.0,435.0,19117343.0,383560.0,82986841.0,75348251.0,172353049.0
Russia,2022-08-22/2022-08-28,288580.0,523.0,19405923.0,384083.0,83377309.0,75612271.0,173452712.0
Russia,2022-08-29/2022-09-04,323500.0,628.0,19729423.0,384711.0,83969750.0,76438055.0,175086336.0
Russia,2022-09-05/2022-09-11,337187.0,637.0,20066610.0,385348.0,,,
Russia,2022-09-12/2022-09-18,372485.0,697.0,20439095.0,386045.0,84218429.0,76640472.0,175974391.0
Russia,2022-09-19/2022-09-25,353826.0,712.0,20792921.0,386757.0,84576547.0,76756245.0,176983063.0
Russia,2022-09-26/2022-10-02,256106.0,711.0,21049027.0,387468.0,85094650.0,76879530.0,178107276.0
Russia,2022-10-03/2022-10-09,154305.0,731.0,21203332.0,388199.0,85327907.0,77262574.0,178849380.0
Russia,2022-10-10/2022-10-16,101222.0,702.0,21304554.0,388901.0,85406305.0,77321901.0,179202586.0
Russia,2022-10-17/2022-10-23,68381.0,636.0,21372935.0,389537.0,85775952.0,77396701.0,179768583.0
Russia,2022-10-24/2022-10-30,50790.0,567.0,21423725.0,390104.0,85809997.0,77439470.0,180177841.0
Russia,2022-10-31/2022-11-06,40125.0,484.0,21463850.0,390588.0,85926235.0,77510309.0,180506700.0
Russia,2022-11-07/2022-11-13,36102.0,436.0,21499952.0,391024.0,86092959.0,77889761.0,181063313.0
Russia,2022-11-14/2022-11-20,36277.0,430.0,21536229.0,391454.0,86122501.0,77905353.0,181120444.0
Russia,2022-11-21/2022-11-27,38535.0,386.0,21574764.0,391840.0,87096991.0,78057291.0,181894298.0
Russia,2022-11-28/2022-12-04,42837.0,391.0,21617601.0,392231.0,87295405.0,78192902.0,182741127.0
Russia,2022-12-05/2022-12-11,47551.0,380.0,21665152.0,392611.0,87328115.0,78228518.0,182811953.0
Russia,2022-12-12/2022-12-18,50922.0,389.0,21716074.0,393000.0,87594984.0,78505707.0,183356011.0
Russia,2022-12-19/2022-12-25,48218.0,383.0,21764292.0,393383.0,87596598.0,78506395.0,183358313.0
Russia,2022-12-26/2023-01-01,39255.0,379.0,21803547.0,393762.0,87669148.0,78929790.0,183889038.0
Russia,2023-01-02/2023-01-08,23435.0,318.0,21826982.0,394080.0,87673830.0,78930288.0,183894218.0
Russia,2023-01-09/2023-01-15,29631.0,318.0,21856613.0,394398.0,87805023.0,79038657.0,184226161.0
Russia,2023-01-16/2023-01-22,37544.0,296.0,21894157.0,394694.0,87827310.0,79057603.0,184329260.0
Russia,2023-01-23/2023-01-29,44264.0,290.0,21938421.0,394984.0,87919862.0,79066362.0,184434902.0
Russia,2023-01-30/2023-02-05,58323.0,295.0,21996744.0,395279.0,87965577.0,79118841.0,184547820.0
Russia,2023-02-06/2023-02-12,75973.0,272.0,22072717.0,395551.0,88085372.0,79288676.0,185098557.0
Russia,2023-02-13/2023-02-19,93918.0,248.0,22166635.0,395799.0,88329229.0,79532268.0,185641260.0
Russia,2023-02-20/2023-02-26,86502.0,236.0,22253137.0,396035.0,88341484.0,79537850.0,185672750.0
Russia,2023-02-27/2023-03-05,88991.0,263.0,22342128.0,396298.0,88407826.0,79554468.0,185755859.0
Russia,2023-03-06/2023-03-12,80965.0,288.0,22423093.0,396586.0,88637093.0,79582290.0,186124620.0
Russia,2023-03-13/2023-03-19,83106.0,248.0,22506199.0,396834.0,88645731.0,79588057.0,186318525.0
Russia,2023-03-20/2023-03-26,80011.0,244.0,22586210.0,397078.0,88773506.0,79676594.0,186540172.0
Russia,2023-03-27/2023-04-02,69916.0,234.0,22656126.0,397312.0,88786250.0,79699134.0,186575672.0
Russia,2023-04-03/2023-04-09,58862.0,258.0,22714988.0,397570.0,88792191.0,79699660.0,186636075.0
Russia,2023-04-10/2023-04-16,50349.0,258.0,22765337.0,397828.0,,,
Russia,2023-04-17/2023-04-23,44927.0,245.0,22810264.0,398073.0,88794866.0,79700511.0,186639601.0
Russia,2023-04-24/2023-04-30,40945.0,232.0,22851209.0,398305.0,88795533.0,79700941.0,186640698.0
Russia,2023-05-01/2023-05-07,27440.0,220.0,22878649.0,398525.0,88798804.0,79701705.0,186678610.0
Russia,2023-05-08/2023-05-14,19727.0,185.0,22898376.0,398710.0,,,
Russia,2023-05-15/2023-05-21,2379.0,26.0,22900755.0,398736.0,88801011.0,79702107.0,186681219.0
Russia,2023-05-22/2023-05-28,17118.0,183.0,22917873.0,398919.0,88811982.0,79702396.0,186692479.0
Russia,2023-05-29/2023-06-04,11276.0,138.0,22929149.0,399057.0,,,
Russia,2023-06-05/2023-06-11,13309.0,169.0,22942458.0,399226.0,,,
Russia,2023-06-12/2023-06-18,4406.0,87.0,22946864.0,399313.0,,,
Russia,2023-06-19/2023-06-25,6545.0,123.0,22953409.0,399436.0,,,
Russia,2023-06-26/2023-07-02,5789.0,127.0,22959198.0,399563.0,,,
Russia,2023-07-03/2023-07-09,4490.0,86.0,22963688.0,399649.0,88819982.0,79702396.0,186700479.0
Russia,2023-07-10/2023-07-16,4030.0,66.0,22967718.0,399715.0,,,
Russia,2023-07-17/2023-07-23,3389.0,57.0,22971107.0,399772.0,,,
Russia,2023-07-24/2023-07-30,3182.0,42.0,22974289.0,399814.0,,,
Russia,2023-07-31/2023-08-06,2985.0,40.0,22977274.0,399854.0,,,
Russia,2023-08-07/2023-08-13,2932.0,43.0,22980206.0,399897.0,,,
Russia,2023-08-14/2023-08-20,2944.0,41.0,22983150.0,399938.0,,,
Russia,2023-08-21/2023-08-27,3378.0,34.0,22986528.0,399972.0,,,
Russia,2023-08-28/2023-09-03,4020.0,11.0,22990548.0,399983.0,,,
Russia,2023-09-04/2023-09-10,5217.0,16.0,22995765.0,399999.0,,,
Russia,2023-09-11/2023-09-17,7688.0,10.0,23003453.0,400009.0,,,
Russia,2023-09-18/2023-09-24,11516.0,14.0,23014969.0,400023.0,,,
Russia,2023-09-25/2023-10-01,14435.0,24.0,23029404.0,400047.0,89081596.0,79702396.0,187374508.0
Russia,2023-10-02/2023-10-08,16429.0,30.0,23045833.0,400077.0,,,
Russia,2023-10-09/2023-10-15,16127.0,25.0,23061960.0,400102.0,,,
Russia,2023-10-16/2023-10-22,16852.0,43.0,23078812.0,400145.0,,,
Russia,2023-10-23/2023-10-29,19922.0,50.0,23098734.0,400195.0,,,
Russia,2023-10-30/2023-11-05,34191.0,63.0,23132925.0,400258.0,,,
Russia,2023-11-06/2023-11-12,41386.0,76.0,23174311.0,400334.0,,,
Russia,2023-11-13/2023-11-19,58150.0,93.0,23232461.0,400427.0,,,
Russia,2023-11-20/2023-11-26,77106.0,90.0,23309567.0,400517.0,,,
Russia,2023-11-27/2023-12-03,95079.0,138.0,23404646.0,400655.0,,,
Russia,2023-12-04/2023-12-10,107174.0,148.0,23511820.0,400803.0,,,
Russia,2023-12-11/2023-12-17,96903.0,164.0,23608723.0,400967.0,,,
Russia,2023-12-18/2023-12-24,79032.0,186.0,23687755.0,401153.0,,,
Russia,2023-12-25/2023-12-31,58797.0,206.0,23746552.0,401359.0,,,
Russia,2024-01-01/2024-01-07,25922.0,123.0,23772474.0,401482.0,,,
Russia,2024-01-08/2024-01-14,26993.0,150.0,23799467.0,401632.0,,,
Russia,2024-01-15/2024-01-21,26000.0,141.0,23825467.0,401773.0,,,
Russia,2024-01-22/2024-01-28,24288.0,111.0,23849755.0,401884.0,,,
Russia,2024-01-29/2024-02-04,25751.0,107.0,23875506.0,401991.0,,,
Russia,2024-02-05/2024-02-11,27400.0,106.0,23902906.0,402097.0,,,
Russia,2024-02-12/2024-02-18,28257.0,0.0,23931163.0,402097.0,,,
Russia,2024-02-19/2024-02-25,26623.0,65.0,23957786.0,402162.0,,,
Russia,2024-02-26/2024-03-03,25835.0,70.0,23983621.0,402232.0,,,
Russia,2024-03-04/2024-03-10,24099.0,65.0,24007720.0,402297.0,,,
Russia,2024-03-11/2024-03-17,24056.0,77.0,24031776.0,402374.0,,,
Russia,2024-03-18/2024-03-24,24912.0,71.0,24056688.0,402445.0,,,
Russia,2024-03-25/2024-03-31,21590.0,75.0,24078278.0,402520.0,,,
Russia,2024-04-01/2024-04-07,19954.0,69.0,24098232.0,402589.0,,,
Russia,2024-04-08/2024-04-14,18137.0,61.0,24116369.0,402650.0,,,
Russia,2024-04-15/2024-04-21,16280.0,55.0,24132649.0,402705.0,,,
Russia,2024-04-22/2024-04-28,14940.0,69.0,24147589.0,402774.0,,,
Russia,2024-04-29/2024-05-05,10913.0,47.0,24158502.0,402821.0,,,
Russia,2024-05-06/2024-05-12,10857.0,49.0,24169359.0,402870.0,,,
Russia,2024-05-13/2024-05-19,11550.0,8.0,24180909.0,402878.0,,,
Russia,2024-05-20/2024-05-26,12342.0,48.0,24193251.0,402926.0,,,
Russia,2024-05-27/2024-06-02,12339.0,30.0,24205590.0,402956.0,,,
Russia,2024-06-03/2024-06-09,11701.0,44.0,24217291.0,403000.0,,,
Russia,2024-06-10/2024-06-16,8168.0,31.0,24225459.0,403031.0,,,
Russia,2024-06-17/2024-06-23,6770.0,41.0,24232229.0,403072.0,,,
Russia,2024-06-24/2024-06-30,5948.0,19.0,24238177.0,403091.0,,,
Russia,2024-07-01/2024-07-07,5847.0,17.0,24244024.0,403108.0,,,
Russia,2024-07-08/2024-07-14,5348.0,27.0,24249372.0,403135.0,,,
Russia,2024-07-15/2024-07-21,5431.0,20.0,24254803.0,403155.0,,,
Russia,2024-07-22/2024-07-28,6148.0,23.0,24260951.0,403178.0,,,
Russia,2024-07-29/2024-08-04,7777.0,10.0,24268728.0,403188.0,,,
Spain,2019-12-30/2020-01-05,0.0,0.0,0.0,0.0,,,
Spain,2020-01-06/2020-01-12,0.0,0.0,0.0,0.0,,,
Spain,2020-01-13/2020-01-19,2.0,0.0,2.0,0.0,,,
Spain,2020-01-20/2020-01-26,1.0,0.0,3.0,0.0,,,
Spain,2020-01-27/2020-02-02,2.0,0.0,5.0,0.0,,,
Spain,2020-02-03/2020-02-09,2.0,0.0,7.0,0.0,,,
Spain,2020-02-10/2020-02-16,4.0,1.0,11.0,1.0,,,
Spain,2020-02-17/2020-02-23,8.0,0.0,19.0,1.0,,,
Spain,2020-02-24/2020-03-01,129.0,0.0,148.0,1.0,,,
Spain,2020-03-02/2020-03-08,1423.0,24.0,1571.0,25.0,,,
Spain,2020-03-09/2020-03-15,11603.0,457.0,13174.0,482.0,,,
Spain,2020-03-16/2020-03-22,36346.0,2432.0,49520.0,2914.0,,,
Spain,2020-03-23/2020-03-29,59344.0,5663.0,108864.0,8577.0,,,
Spain,2020-03-30/2020-04-05,44403.0,5841.0,153267.0,14418.0,,,
Spain,2020-04-06/2020-04-12,30585.0,4766.0,183852.0,19184.0,,,
Spain,2020-04-13/2020-04-19,21250.0,3576.0,205102.0,22760.0,,,
Spain,2020-04-20/2020-04-26,14574.0,2386.0,219676.0,25146.0,,,
Spain,2020-04-27/2020-05-03,8099.0,1551.0,227775.0,26697.0,,,
Spain,2020-05-04/2020-05-10,5624.0,1069.0,233399.0,27766.0,,,
Spain,2020-05-11/2020-05-17,5398.0,612.0,238797.0,28378.0,,,
Spain,2020-05-18/2020-05-24,4394.0,452.0,243191.0,28830.0,,,
Spain,2020-05-25/2020-05-31,3818.0,338.0,247009.0,29168.0,,,
Spain,2020-06-01/2020-06-07,3029.0,240.0,250038.0,29408.0,,,
Spain,2020-06-08/2020-06-14,2360.0,160.0,252398.0,29568.0,,,
Spain,2020-06-15/2020-06-21,2209.0,113.0,254607.0,29681.0,,,
Spain,2020-06-22/2020-06-28,2353.0,57.0,256960.0,29738.0,,,
Spain,2020-06-29/2020-07-05,2806.0,48.0,259766.0,29786.0,,,
Spain,2020-07-06/2020-07-12,4866.0,29.0,264632.0,29815.0,,,
Spain,2020-07-13/2020-07-19,10235.0,21.0,274867.0,29836.0,,,
Spain,2020-07-20/2020-07-26,14507.0,51.0,289374.0,29887.0,,,
Spain,2020-07-27/2020-08-02,20321.0,90.0,309695.0,29977.0,,,
Spain,2020-08-03/2020-08-09,28301.0,147.0,337996.0,30124.0,,,
Spain,2020-08-10/2020-08-16,40123.0,204.0,378119.0,30328.0,,,
Spain,2020-08-17/2020-08-23,52062.0,308.0,430181.0,30636.0,,,
Spain,2020-08-24/2020-08-30,61080.0,394.0,491261.0,31030.0,,,
Spain,2020-08-31/2020-09-06,65500.0,510.0,556761.0,31540.0,,,
Spain,2020-09-07/2020-09-13,74073.0,680.0,630834.0,32220.0,,,
Spain,2020-09-14/2020-09-20,80808.0,827.0,711642.0,33047.0,,,
Spain,2020-09-21/2020-09-27,72474.0,880.0,784116.0,33927.0,,,
Spain,2020-09-28/2020-10-04,65133.0,947.0,849249.0,34874.0,,,
Spain,2020-10-05/2020-10-11,77797.0,944.0,927046.0,35818.0,,,
Spain,2020-10-12/2020-10-18,91151.0,1053.0,1018197.0,36871.0,,,
Spain,2020-10-19/2020-10-25,135288.0,1387.0,1153485.0,38258.0,,,
Spain,2020-10-26/2020-11-01,144877.0,1798.0,1298362.0,40056.0,,,
Spain,2020-11-02/2020-11-08,133375.0,2304.0,1431737.0,42360.0,,,
Spain,2020-11-09/2020-11-15,112091.0,2344.0,1543828.0,44704.0,,,
Spain,2020-11-16/2020-11-22,81232.0,2183.0,1625060.0,46887.0,,,
Spain,2020-11-23/2020-11-29,58537.0,1873.0,1683597.0,48760.0,,,
Spain,2020-11-30/2020-12-06,50703.0,1526.0,1734300.0,50286.0,,,
Spain,2020-12-07/2020-12-13,50685.0,1360.0,1784985.0,51646.0,,,
Spain,2020-12-14/2020-12-20,68392.0,1146.0,1853377.0,52792.0,,,
Spain,2020-12-21/2020-12-27,66172.0,1172.0,1919549.0,53964.0,,,
Spain,2020-12-28/2021-01-03,98951.0,1287.0,2018500.0,55251.0,,,
Spain,2021-01-04/2021-01-10,160591.0,1577.0,2179091.0,56828.0,277976.0,,277976.0
Spain,2021-01-11/2021-01-17,234083.0,2325.0,2413174.0,59153.0,768950.0,,768950.0
Spain,2021-01-18/2021-01-24,244667.0,3407.0,2657841.0,62560.0,1148895.0,88698.0,1237593.0
Spain,2021-01-25/2021-01-31,202047.0,3819.0,2859888.0,66379.0,1251369.0,357892.0,1609261.0
Spain,2021-02-01/2021-02-07,130543.0,3315.0,2990431.0,69694.0,1318626.0,786407.0,2105033.0
Spain,2021-02-08/2021-02-14,75699.0,2459.0,3066130.0,72153.0,1491517.0,1070091.0,2561608.0
Spain,2021-02-15/2021-02-21,50400.0,1692.0,3116530.0,73845.0,1893290.0,1197061.0,3090351.0
Spain,2021-02-22/2021-02-28,38936.0,1315.0,3155466.0,75160.0,2567617.0,1261848.0,3829465.0
Spain,2021-03-01/2021-03-07,33692.0,927.0,3189158.0,76087.0,3328703.0,1383488.0,4712191.0
Spain,2021-03-08/2021-03-14,32524.0,717.0,3221682.0,76804.0,3769523.0,1583244.0,5352767.0
Spain,2021-03-15/2021-03-21,34096.0,592.0,3255778.0,77396.0,4106550.0,1886813.0,5993363.0
Spain,2021-03-22/2021-03-28,42834.0,533.0,3298612.0,77929.0,4561529.0,2505842.0,7067371.0
Spain,2021-03-29/2021-04-04,43342.0,538.0,3341954.0,78467.0,5707450.0,2841148.0,8548598.0
Spain,2021-04-05/2021-04-11,60150.0,563.0,3402104.0,79030.0,7159716.0,3072109.0,10231825.0
Spain,2021-04-12/2021-04-18,58926.0,570.0,3461030.0,79600.0,9002054.0,3328701.0,12330755.0
Spain,2021-04-19/2021-04-25,57972.0,528.0,3519002.0,80128.0,10796466.0,3947465.0,14715931.0
Spain,2021-04-26/2021-05-02,52880.0,453.0,3571882.0,80581.0,12196079.0,5113598.0,17178566.0
Spain,2021-05-03/2021-05-09,41911.0,458.0,3613793.0,81039.0,13797431.0,6221476.0,19830624.0
