location,year_month,new_cases,new_deaths,total_cases,total_deaths,people_vaccinated,people_fully_vaccinated,total_vaccinations
Germany,2021-03,338735.0,4956.0,2784133.0,82426.0,9969934.0,4255149.0,14225083.0
Germany,2021-04,514894.0,6421.0,3299027.0,88847.0,23417029.0,6582835.0,29999514.0
Germany,2021-05,378814.0,3702.0,3677841.0,92549.0,36562117.0,15180670.0,51421898.0
Germany,2021-06,46886.0,285.0,3724727.0,92834.0,47103248.0,31310938.0,76759847.0
Germany,2021-07,31744.0,120.0,3756471.0,92954.0,52363569.0,43813621.0,94312436.0
Germany,2021-08,184045.0,880.0,3940516.0,93834.0,55284711.0,50492763.0,103827960.0
Germany,2021-09,261487.0,1620.0,4202003.0,95454.0,57553645.0,53577751.0,109890973.0
Germany,2021-10,414599.0,3818.0,4616602.0,99272.0,58687279.0,55368166.0,114157653.0
Germany,2021-11,1204044.0,9761.0,5820646.0,109033.0,60592071.0,56974571.0,126945496.0
Germany,2021-12,1193397.0,8659.0,7014043.0,117692.0,62755976.0,59158121.0,153966358.0
Germany,2022-01,2943869.0,4576.0,9957912.0,122268.0,64018481.0,61561557.0,169137403.0
Germany,2022-02,4888949.0,6640.0,14846861.0,128908.0,64400829.0,62688649.0,174300293.0
Germany,2022-03,5719250.0,7199.0,20566111.0,136107.0,64593840.0,63108382.0,178283670.0
Germany,2022-04,3790172.0,4621.0,24356283.0,140728.0,64668936.0,63258598.0,180589838.0
Germany,2022-05,1956766.0,2180.0,26313049.0,142908.0,64709801.0,63340811.0,182019562.0
Germany,2022-06,1564591.0,1476.0,27877640.0,144384.0,64742175.0,63395721.0,183007531.0
Germany,2022-07,3050163.0,4439.0,30927803.0,148823.0,64770395.0,63437497.0,184074128.0
Germany,2022-08,1152536.0,2404.0,32080339.0,151227.0,64794035.0,63470261.0,184849265.0
Germany,2022-09,921289.0,1542.0,33001628.0,152769.0,64813872.0,63498674.0,185932640.0
Germany,2022-10,2616430.0,6250.0,35618058.0,159019.0,64837302.0,63522661.0,188411647.0
Germany,2022-11,785849.0,2531.0,36403907.0,161550.0,64855288.0,63539843.0,190644801.0
Germany,2022-12,838029.0,4188.0,37241936.0,165738.0,64864280.0,63550296.0,191587054.0
Germany,2023-01,507137.0,2985.0,37749073.0,168723.0,64870312.0,63555965.0,191969425.0
Germany,2023-02,382122.0,1999.0,38131195.0,170722.0,64872861.0,63559019.0,192116766.0
Germany,2023-03,203025.0,2278.0,38334220.0,173000.0,64876036.0,63562946.0,192209132.0
Germany,2023-04,71037.0,1406.0,38405257.0,174406.0,64876299.0,63563414.0,192221468.0
Germany,2023-05,22699.0,433.0,38427956.0,174839.0,,,
Germany,2023-06,8701.0,132.0,38436657.0,174971.0,,,
Germany,2023-07,1099.0,8.0,38437756.0,174979.0,,,
Germany,2023-08,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-09,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-10,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-11,0.0,0.0,38437756.0,174979.0,,,
Germany,2023-12,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-01,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-02,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-03,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-04,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-05,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-06,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-07,0.0,0.0,38437756.0,174979.0,,,
Germany,2024-08,0.0,0.0,38437756.0,174979.0,,,
India,2020-01,0.0,0.0,0.0,0.0,,,
India,2020-02,7.0,0.0,7.0,0.0,,,
India,2020-03,972.0,25.0,979.0,25.0,,,
India,2020-04,25517.0,799.0,26496.0,824.0,,,
India,2020-05,155647.0,4340.0,182143.0,5164.0,,,
India,2020-06,346716.0,10931.0,528859.0,16095.0,,,
India,2020-07,856663.0,15968.0,1385522.0,32063.0,,,
India,2020-08,2157211.0,31435.0,3542733.0,63498.0,,,
India,2020-09,2449799.0,31005.0,5992532.0,94503.0,,,
India,2020-10,1872279.0,24031.0,7864811.0,118534.0,,,
India,2020-11,1528108.0,18162.0,9392919.0,136696.0,,,
India,2020-12,794931.0,10926.0,10187850.0,147622.0,,,
India,2021-01,558333.0,6652.0,10746183.0,154274.0,3758843.0,,3758843.0
India,2021-02,350548.0,2777.0,11096731.0,157051.0,11845075.0,2456191.0,14301266.0
India,2021-03,874893.0,4501.0,11971624.0,161552.0,55783201.0,9334695.0,65117896.0
India,2021-04,4988548.0,30759.0,16960172.0,192311.0,125376952.0,26621155.0,151998107.0
India,2021-05,10934628.0,133661.0,27894800.0,325972.0,167191085.0,43258810.0,210449895.0
India,2021-06,2338383.0,69779.0,30233183.0,395751.0,271410023.0,57748116.0,329158139.0
India,2021-07,1138718.0,24800.0,31371901.0,420551.0,359820313.0,101698166.0,461518479.0
India,2021-08,1323129.0,17279.0,32695030.0,437830.0,497002083.0,147797142.0,644799225.0
India,2021-09,957715.0,9088.0,33652745.0,446918.0,648949043.0,237476249.0,886425292.0
India,2021-10,620555.0,11268.0,34273300.0,458186.0,733542729.0,329088622.0,1062631351.0
India,2021-11,299223.0,10368.0,34572523.0,468554.0,789054196.0,448000946.0,1237055142.0
India,2021-12,214279.0,11128.0,34786802.0,479682.0,845640601.0,603224821.0,1448865422.0
India,2022-01,6305720.0,14409.0,41092522.0,494091.0,943027714.0,709926447.0,1664786038.0
India,2022-02,1823595.0,19633.0,42916117.0,513724.0,965733580.0,790556254.0,1775178647.0
India,2022-03,103336.0,7280.0,43019453.0,521004.0,988846975.0,831238996.0,1841947045.0
India,2022-04,38092.0,1189.0,43057545.0,522193.0,1003162202.0,858800580.0,1888681185.0
India,2022-05,95498.0,2393.0,43153043.0,524586.0,1011329919.0,888628256.0,1933706281.0
India,2022-06,236930.0,413.0,43389973.0,524999.0,1016506282.0,914479703.0,1975334761.0
India,2022-07,629838.0,1358.0,44019811.0,526357.0,1021327183.0,932775394.0,2042774905.0
India,2022-08,388321.0,1397.0,44408132.0,527754.0,1024516127.0,942327191.0,2124186933.0
India,2022-09,159982.0,756.0,44568114.0,528510.0,1026371105.0,948371253.0,2185459294.0
India,2022-10,84152.0,506.0,44652266.0,529016.0,1026856716.0,950090439.0,2196335748.0
India,2022-11,19296.0,1596.0,44671562.0,530612.0,1027045950.0,950765492.0,2199192115.0
India,2022-12,5544.0,81.0,44677106.0,530693.0,1027200953.0,951207411.0,2200989986.0
India,2023-01,5533.0,47.0,44682639.0,530740.0,1027325954.0,951695297.0,2204868897.0
India,2023-02,3378.0,29.0,44686017.0,530769.0,1027373895.0,951881903.0,2206361497.0
India,2023-03,18130.0,62.0,44704147.0,530831.0,1027398367.0,951957326.0,2206573347.0
India,2023-04,241242.0,702.0,44945389.0,531533.0,1027404628.0,951968069.0,2206638852.0
India,2023-05,44355.0,331.0,44989744.0,531864.0,1027408186.0,951976039.0,2206683432.0
India,2023-06,4208.0,39.0,44993952.0,531903.0,1027412132.0,951978918.0,2206711105.0
India,2023-07,1636.0,13.0,44995588.0,531916.0,1027414484.0,951981701.0,2206725772.0
India,2023-08,1375.0,12.0,44996963.0,531928.0,1027416795.0,951984472.0,2206740203.0
India,2023-09,1562.0,103.0,44998525.0,532031.0,1027418124.0,951985329.0,2206744185.0
India,2023-10,2720.0,1262.0,45001245.0,533293.0,1027419253.0,951986139.0,2206747498.0
India,2023-11,519.0,5.0,45001764.0,533298.0,1027420049.0,951986909.0,2206750188.0
India,2023-12,11408.0,63.0,45013172.0,533361.0,1027420529.0,951987234.0,2206751639.0
India,2024-01,11904.0,84.0,45025076.0,533445.0,1027421784.0,951988192.0,2206758325.0
India,2024-02,3959.0,33.0,45029035.0,533478.0,1027429250.0,951988544.0,2206777956.0
India,2024-03,5325.0,74.0,45034360.0,533552.0,1027438304.0,951990034.0,2206865838.0
India,2024-04,2593.0,33.0,45036953.0,533585.0,1027438529.0,951990205.0,2206866553.0
India,2024-05,2557.0,27.0,45039510.0,533612.0,1027438651.0,951990350.0,2206867190.0
India,2024-06,1108.0,10.0,45040618.0,533622.0,1027438787.0,951990441.0,2206867624.0
India,2024-07,817.0,1.0,45041435.0,533623.0,1027438886.0,951990515.0,2206867897.0
India,2024-08,313.0,0.0,45041748.0,533623.0,1027438924.0,951990552.0,2206868000.0
Italy,2020-01,0.0,0.0,0.0,0.0,,,
Italy,2020-02,79.0,2.0,79.0,2.0,,,
Italy,2020-03,92393.0,10021.0,92472.0,10023.0,,,
Italy,2020-04,102879.0,16361.0,195351.0,26384.0,,,
Italy,2020-05,37313.0,6956.0,232664.0,33340.0,,,
Italy,2020-06,7871.0,1376.0,240535.0,34716.0,,,
Italy,2020-07,5728.0,386.0,246263.0,35102.0,,,
Italy,2020-08,20989.0,371.0,267252.0,35473.0,,,
Italy,2020-09,41251.0,345.0,308503.0,35818.0,,,
Italy,2020-10,196405.0,1392.0,504908.0,37210.0,,,
Italy,2020-11,1060023.0,17153.0,1564931.0,54363.0,,,
Italy,2020-12,474251.0,17264.0,2039182.0,71627.0,40667.0,,40667.0
Italy,2021-01,502601.0,16652.0,2541783.0,88279.0,1402265.0,644302.0,2046549.0
Italy,2021-02,366042.0,9228.0,2907825.0,97507.0,3005360.0,1436682.0,4442015.0
Italy,2021-03,604565.0,10129.0,3512390.0,107636.0,7260803.0,3267848.0,10528438.0
Italy,2021-04,437127.0,11385.0,3949517.0,119021.0,14350408.0,6049677.0,20334184.0
Italy,2021-05,263538.0,6981.0,4213055.0,126002.0,23852238.0,12270865.0,35461311.0
Italy,2021-06,44234.0,1456.0,4257289.0,127458.0,34487509.0,18947113.0,52191122.0
Italy,2021-07,55384.0,484.0,4312673.0,127942.0,38640985.0,31642646.0,68918460.0
