Country,Date,Risk_Score,Infection_Rate,Vaccination_Rate,Testing_Rate,Positivity_Rate
Australia,2022-02-21/2022-02-27,0.470541525603788,0.5292387569511213,0.99462299868468,0,0.2656714285714286
Australia,2022-02-28/2022-03-06,0.5939144591004148,0.6457589169349672,0.9967216920284608,0,0.2980428571428571
Australia,2022-03-07/2022-03-13,0.8050367077714149,0.7979659536110197,0.99841669786065,0,0.3649714285714285
Australia,2022-03-14/2022-03-20,1.075902773196335,1.0797127892712368,0.9999330141402584,0,0.4293999999999999
Australia,2022-03-21/2022-03-27,1.340262774628498,1.27280334010161,1.0012727313350929,0,0.5125285714285714
Australia,2022-03-28/2022-04-03,1.290746525322841,1.3065237431891057,1.0024007659419512,0,0.4797714285714285
Australia,2022-04-04/2022-04-10,1.2534859853367954,1.187027477179338,1.0030113643215235,0,0.4909428571428571
Australia,2022-04-11/2022-04-17,1.288056010847046,1.0102395204443968,0.0,0,0.4773428571428572
Australia,2022-04-18/2022-04-24,1.3720576756235632,0.95447217670811,0.0,0,0.5327000000000001
Australia,2022-04-25/2022-05-01,1.301769421889695,0.8976292115034747,0.0,0,0.5119857142857143
Australia,2022-05-02/2022-05-08,1.3555250376469925,1.003234783090703,0.0,0,0.5124571428571428
Australia,2022-05-09/2022-05-15,1.5061934457724662,1.1560456195480675,0.0,0,0.5492
Australia,2022-05-16/2022-05-22,1.4861024915929382,1.0284920908827553,0.0,0,0.5708142857142857
Australia,2022-05-23/2022-05-29,1.2090293739515392,0.7932840307165817,0.0,0,0.4919142857142857
Australia,2022-05-30/2022-06-05,1.0108404164227995,0.6597716910947121,0.0,0,0.4268857142857142
Australia,2022-06-06/2022-06-12,0.9632522747604948,0.6086565751816514,0.0,0,0.4159857142857143
Australia,2022-06-13/2022-06-19,0.9836786723864442,0.6303372766188269,0.0,0,0.4207285714285714
Australia,2022-06-20/2022-06-26,1.0138586480091774,0.6741045121330762,0.0,0,0.4248333333333333
Australia,2022-06-27/2022-07-03,0.0,0.0,0.0,0,0.0
Australia,2022-07-04/2022-07-10,0.4020333205094619,0.8040666410189238,0.0,0,0.0
Australia,2022-07-11/2022-07-17,0.4480738786976138,0.8961477573952276,0.0,0,0.0
Australia,2022-07-18/2022-07-24,0.499914874129192,0.999829748258384,0.0,0,0.0
Australia,2022-07-25/2022-07-31,0.5275477876182112,1.0550955752364224,0.0,0,0.0
Australia,2022-08-01/2022-08-07,0.4278300887618673,0.8556601775237347,0.0,0,0.0
Australia,2022-08-08/2022-08-14,0.3306001769826244,0.6612003539652489,0.0,0,0.0
Australia,2022-08-15/2022-08-21,0.2296055900641611,0.4592111801283223,0.0,0,0.0
Australia,2022-08-22/2022-08-28,0.1702253459970714,0.3404506919941428,0.0,0,0.0
Australia,2022-08-29/2022-09-04,0.1319533483832353,0.2639066967664707,0.0,0,0.0
Australia,2022-09-05/2022-09-11,0.1045794419042327,0.2091588838084654,0.0,0,0.0
Australia,2022-09-12/2022-09-18,0.0845864103476105,0.169172820695221,0.0,0,0.0
Australia,2022-09-19/2022-09-25,0.0715997658708607,0.1431995317417215,0.0,0,0.0
Australia,2022-09-26/2022-10-02,0.0619934103337528,0.1239868206675056,0.0,0,0.0
Australia,2022-10-03/2022-10-09,0.0638015102253328,0.1276030204506656,0.0,0,0.0
Australia,2022-10-10/2022-10-16,0.0516809719922687,0.1033619439845374,0.0,0,0.0
Australia,2022-10-17/2022-10-23,0.0488648894056564,0.0977297788113129,0.0,0,0.0
Australia,2022-10-24/2022-10-30,0.0500906359562439,0.1001812719124879,0.0,0,0.0
Australia,2022-10-31/2022-11-06,0.058999157319868,0.1179983146397361,0.0,0,0.0
Australia,2022-11-07/2022-11-13,0.086297176394662,0.172594352789324,0.0,0,0.0
Australia,2022-11-14/2022-11-20,0.121375304127021,0.242750608254042,0.0,0,0.0
Australia,2022-11-21/2022-11-27,0.1375987113658875,0.275197422731775,0.0,0,0.0
Australia,2022-11-28/2022-12-04,0.1615032436916121,0.3230064873832242,0.0,0,0.0
Australia,2022-12-05/2022-12-11,0.1780087541069933,0.3560175082139866,0.0,0,0.0
Australia,2022-12-12/2022-12-18,0.1847957276051321,0.3695914552102642,0.0,0,0.0
Australia,2022-12-19/2022-12-25,0.1787016391019418,0.3574032782038837,0.0,0,0.0
Australia,2022-12-26/2023-01-01,0.1509796403992865,0.3019592807985731,0.0,0,0.0
Australia,2023-01-02/2023-01-08,0.1435080305370914,0.2870160610741829,0.0,0,0.0
Australia,2023-01-09/2023-01-15,0.0758923533871848,0.1517847067743696,0.0,0,0.0
Australia,2023-01-16/2023-01-22,0.050991386449677,0.1019827728993541,0.0,0,0.0
Australia,2023-01-23/2023-01-29,0.0363616146991922,0.0727232293983844,0.0,0,0.0
Australia,2023-01-30/2023-02-05,0.0312161187486101,0.0624322374972202,0.0,0,0.0
Australia,2023-02-06/2023-02-12,0.0281558766875873,0.0563117533751747,0.0,0,0.0
Australia,2023-02-13/2023-02-19,0.0295746412010534,0.0591492824021069,0.0,0,0.0
Australia,2023-02-20/2023-02-26,0.0293882221428887,0.0587764442857774,0.0,0,0.0
Australia,2023-02-27/2023-03-05,0.0301272994708338,0.0602545989416676,0.0,0,0.0
Australia,2023-03-06/2023-03-12,0.0326315838097192,0.0652631676194385,0.0,0,0.0
Australia,2023-03-13/2023-03-19,0.0357677132749506,0.0715354265499012,0.0,0,0.0
Australia,2023-03-20/2023-03-26,0.037966798270823,0.075933596541646,0.0,0,0.0
Australia,2023-03-27/2023-04-02,0.0421026618001944,0.0842053236003888,0.0,0,0.0
Australia,2023-04-03/2023-04-09,0.0456149288341121,0.0912298576682242,0.0,0,0.0
