location,year_week,new_cases,positivity_rate,people_vaccinated,cases_norm,positivity_z,vacc_norm,risk_score,risk_level
France,2022-11-07/2022-11-13,151055.0,,54622234.0,0.2052019171650175,,0.9989781581245419,-0.04724576513617254,Low
France,2022-11-14/2022-11-20,221689.0,,54625436.0,0.30115526009993426,,0.9990392961255644,0.0007217356311324807,Low
France,2022-11-21/2022-11-27,293632.0,,54628365.0,0.3988868249379261,,0.9990952215487358,0.0495791292366527,Low
France,2022-11-28/2022-12-04,384070.0,,54631413.0,0.5217430758701683,,0.9991534191212268,0.11099852506690014,Low
France,2022-12-05/2022-12-11,429679.0,,54635051.0,0.583701000069826,,0.9992228819718575,0.14196706773913437,Low
France,2022-12-12/2022-12-18,391192.0,,54638819.0,0.5314180158195196,,0.9992948270024172,0.11581478385939725,Low
France,2022-12-19/2022-12-25,299842.0,,54642032.0,0.4073228509257766,,0.999356175034049,0.05375799920778093,Low
France,2022-12-26/2023-01-01,151707.0,,54644479.0,0.20608763197082727,,0.9994028972977911,-0.04686661860925502,Low
France,2023-01-02/2023-01-08,80829.0,,54648507.0,0.10980282521287743,,0.999479806688209,-0.09502055839679263,Low
France,2023-01-09/2023-01-15,43524.0,,54652082.0,0.05912553866267401,,0.9995480666362587,-0.1203694406641018,Low
France,2023-01-16/2023-01-22,31693.0,,54654934.0,0.04305361862044223,,0.9996025218451643,-0.12841356896655354,Low
France,2023-01-23/2023-01-29,29999.0,,54657387.0,0.040752390275286224,,0.9996493586710569,-0.1295712086630154,Low
France,2023-01-30/2023-02-05,26127.0,,54659668.0,0.03549243977207251,,0.9996929113819664,-0.1322077168212587,Low
France,2023-02-06/2023-02-12,22545.0,,54661654.0,0.030626442173283374,,0.999730831453806,-0.1346464036314292,Low
France,2023-02-13/2023-02-19,24116.0,,54663335.0,0.03276058014863171,,0.9997629279496582,-0.13358414911813288,Low
France,2023-02-20/2023-02-26,26274.0,,54664764.0,0.035692133140867034,,0.9997902128351863,-0.13212246535484443,Low
France,2023-02-27/2023-03-05,25318.0,,54666185.0,0.03439344701455704,,0.9998173449711804,-0.13277587823839854,Low
France,2023-03-06/2023-03-12,35851.0,,54667396.0,0.048702088194916046,,0.9998404674319042,-0.1256250260173276,Low
France,2023-03-13/2023-03-19,46305.0,,54668500.0,0.06290341117027663,,0.9998615468676098,-0.11852752644500314,Low
France,2023-03-20/2023-03-26,54593.0,,54669606.0,0.07416231348707293,,0.9998826644906986,-0.11290124293006834,Low
France,2023-03-27/2023-04-02,57282.0,,54670721.0,0.07781520783189258,,0.9999039539570135,-0.11107798917760574,Low
France,2023-04-03/2023-04-09,55344.0,,54671560.0,0.07518251566370349,,0.9999199735644019,-0.11239673820280854,Low
France,2023-04-10/2023-04-16,52509.0,,54672232.0,0.07133128640838042,,0.999932804525266,-0.11432427747459967,Low
France,2023-04-17/2023-04-23,48578.0,,54672916.0,0.06599118686599068,,0.9999458646104313,-0.11699628625856935,Low
France,2023-04-24/2023-04-30,40443.0,,54673693.0,0.054940128667735615,,0.9999607004089306,-0.12252404072747178,Low
France,2023-05-01/2023-05-07,31332.0,,54674352.0,0.04256321517734818,,0.9999732831518018,-0.12871438488409617,Low
France,2023-05-08/2023-05-14,24280.0,,54674819.0,0.03298336730837526,,0.9999821999058547,-0.13350564633169057,Low
France,2023-05-15/2023-05-21,20650.0,,54675207.0,0.028052163711612406,,0.9999896082582584,-0.13597235938293256,Low
France,2023-05-22/2023-05-28,25230.0,,54675627.0,0.034273902684938545,,0.9999976276087985,-0.1328626927988505,Low
France,2023-05-29/2023-06-04,18614.0,,54675982.0,0.025286342630893622,,1.0000044058693742,-0.1373574895649593,Low
France,2023-06-05/2023-06-11,15618.0,,54676443.0,0.021216401590700366,,1.0000132080612765,-0.1393937804138413,Low
France,2023-06-12/2023-06-18,11200.0,,54676751.0,0.015214732860535542,,1.0000190889183391,-0.1423954969074831,Low
France,2023-06-19/2023-06-25,7982.0,,54677107.0,0.010843214079713812,,1.0000258862726066,-0.14458227590103406,Low
France,2023-06-26/2023-07-02,0.0,,54677388.0,0.0,,1.0000312515999916,-0.15000468773999873,Low
France,2023-07-03/2023-07-09,0.0,,54677655.0,0.0,,1.000036349615692,-0.1500054524423538,Low
France,2023-07-10/2023-07-16,0.0,,54677678.0,0.0,,1.0000367887706028,-0.15000551831559042,Low
France,2023-07-17/2023-07-23,0.0,,,0.0,,,0.0,Low
France,2023-07-24/2023-07-30,0.0,,,0.0,,,0.0,Low
France,2023-07-31/2023-08-06,0.0,,,0.0,,,0.0,Low
France,2023-08-07/2023-08-13,0.0,,,0.0,,,0.0,Low
France,2023-08-14/2023-08-20,0.0,,,0.0,,,0.0,Low
France,2023-08-21/2023-08-27,0.0,,,0.0,,,0.0,Low
France,2023-08-28/2023-09-03,0.0,,,0.0,,,0.0,Low
France,2023-09-04/2023-09-10,0.0,,,0.0,,,0.0,Low
France,2023-09-11/2023-09-17,0.0,,,0.0,,,0.0,Low
France,2023-09-18/2023-09-24,0.0,,,0.0,,,0.0,Low
France,2023-09-25/2023-10-01,0.0,,,0.0,,,0.0,Low
France,2023-10-02/2023-10-08,0.0,,,0.0,,,0.0,Low
France,2023-10-09/2023-10-15,0.0,,,0.0,,,0.0,Low
France,2023-10-16/2023-10-22,0.0,,,0.0,,,0.0,Low
France,2023-10-23/2023-10-29,0.0,,,0.0,,,0.0,Low
France,2023-10-30/2023-11-05,0.0,,,0.0,,,0.0,Low
France,2023-11-06/2023-11-12,0.0,,,0.0,,,0.0,Low
France,2023-11-13/2023-11-19,0.0,,,0.0,,,0.0,Low
France,2023-11-20/2023-11-26,0.0,,,0.0,,,0.0,Low
France,2023-11-27/2023-12-03,0.0,,,0.0,,,0.0,Low
France,2023-12-04/2023-12-10,0.0,,,0.0,,,0.0,Low
France,2023-12-11/2023-12-17,0.0,,,0.0,,,0.0,Low
France,2023-12-18/2023-12-24,0.0,,,0.0,,,0.0,Low
France,2023-12-25/2023-12-31,0.0,,,0.0,,,0.0,Low
France,2024-01-01/2024-01-07,0.0,,,0.0,,,0.0,Low
France,2024-01-08/2024-01-14,0.0,,,0.0,,,0.0,Low
France,2024-01-15/2024-01-21,0.0,,,0.0,,,0.0,Low
France,2024-01-22/2024-01-28,0.0,,,0.0,,,0.0,Low
France,2024-01-29/2024-02-04,0.0,,,0.0,,,0.0,Low
France,2024-02-05/2024-02-11,0.0,,,0.0,,,0.0,Low
France,2024-02-12/2024-02-18,0.0,,,0.0,,,0.0,Low
France,2024-02-19/2024-02-25,0.0,,,0.0,,,0.0,Low
France,2024-02-26/2024-03-03,0.0,,,0.0,,,0.0,Low
France,2024-03-04/2024-03-10,0.0,,,0.0,,,0.0,Low
France,2024-03-11/2024-03-17,0.0,,,0.0,,,0.0,Low
France,2024-03-18/2024-03-24,0.0,,,0.0,,,0.0,Low
France,2024-03-25/2024-03-31,0.0,,,0.0,,,0.0,Low
France,2024-04-01/2024-04-07,0.0,,,0.0,,,0.0,Low
France,2024-04-08/2024-04-14,0.0,,,0.0,,,0.0,Low
France,2024-04-15/2024-04-21,0.0,,,0.0,,,0.0,Low
France,2024-04-22/2024-04-28,0.0,,,0.0,,,0.0,Low
France,2024-04-29/2024-05-05,0.0,,,0.0,,,0.0,Low
France,2024-05-06/2024-05-12,0.0,,,0.0,,,0.0,Low
France,2024-05-13/2024-05-19,0.0,,,0.0,,,0.0,Low
France,2024-05-20/2024-05-26,0.0,,,0.0,,,0.0,Low
France,2024-05-27/2024-06-02,0.0,,,0.0,,,0.0,Low
France,2024-06-03/2024-06-09,0.0,,,0.0,,,0.0,Low
France,2024-06-10/2024-06-16,0.0,,,0.0,,,0.0,Low
France,2024-06-17/2024-06-23,0.0,,,0.0,,,0.0,Low
France,2024-06-24/2024-06-30,0.0,,,0.0,,,0.0,Low
France,2024-07-01/2024-07-07,0.0,,,0.0,,,0.0,Low
France,2024-07-08/2024-07-14,0.0,,,0.0,,,0.0,Low
France,2024-07-15/2024-07-21,0.0,,,0.0,,,0.0,Low
France,2024-07-22/2024-07-28,0.0,,,0.0,,,0.0,Low
France,2024-07-29/2024-08-04,0.0,,,0.0,,,0.0,Low
Germany,2019-12-30/2020-01-05,1.0,,,1.2823121010446553e-06,,,6.411560505223277e-07,Low
Germany,2020-01-06/2020-01-12,0.0,,,0.0,,,0.0,Low
Germany,2020-01-13/2020-01-19,0.0,,,0.0,,,0.0,Low
Germany,2020-01-20/2020-01-26,1.0,,,1.2823121010446553e-06,,,6.411560505223277e-07,Low
Germany,2020-01-27/2020-02-02,9.0,,,1.1540808909401897e-05,,,5.770404454700949e-06,Low
Germany,2020-02-03/2020-02-09,9.0,,,1.1540808909401897e-05,,,5.770404454700949e-06,Low
Germany,2020-02-10/2020-02-16,5.0,,,6.411560505223276e-06,,,3.205780252611638e-06,Low
Germany,2020-02-17/2020-02-23,6.0,,,7.693872606267931e-06,,,3.8469363031339655e-06,Low
Germany,2020-02-24/2020-03-01,139.0,,,0.00017824138204520706,,,8.912069102260353e-05,Low
Germany,2020-03-02/2020-03-08,905.0,,,0.001160492451445413,,,0.0005802462257227065,Low
Germany,2020-03-09/2020-03-15,6441.0,0.058,,0.008259372242828624,-0.5244374751967541,,-0.1794234301974496,Low
Germany,2020-03-16/2020-03-22,22407.0,0.069,,0.02873276724810759,-0.45306823187473816,,-0.14420749753210454,Low
Germany,2020-03-23/2020-03-29,33981.0,0.088,,0.04357424750559843,-0.32979408431852913,,-0.09364080575868597,Low
Germany,2020-03-30/2020-04-05,36067.0,0.09,,0.04624915054837758,-0.31681785825998077,,-0.08776167511680447,Low
Germany,2020-04-06/2020-04-12,27145.0,0.08,,0.03480836198285717,-0.3816989885527224,,-0.11619046500202425,Low
Germany,2020-04-13/2020-04-19,17345.0,0.067,,0.022241703392619546,-0.4660444579332865,,-0.1519947085803405,Low
Germany,2020-04-20/2020-04-26,12351.0,0.05,,0.015837836760002538,-0.5763423794309473,,-0.19380091442083028,Low
Germany,2020-04-27/2020-05-03,7442.0,0.038,,0.009542966655974323,-0.6541997357822373,,-0.2241984241957959,Low
Germany,2020-05-04/2020-05-10,6243.0,0.026,,0.008005474446821783,-0.7320570921335273,,-0.25221724502332366,Low
Germany,2020-05-11/2020-05-17,4775.0,0.017,,0.006123040282488229,-0.7904501093969948,,-0.27359601814770407,Low
Germany,2020-05-18/2020-05-24,3604.0,0.015,,0.004621452812164938,-0.8034263354555431,,-0.27888849100335755,Low
Germany,2020-05-25/2020-05-31,3206.0,0.011,,0.004111092595949164,-0.8293787875726397,,-0.28822702935244926,Low
Germany,2020-06-01/2020-06-07,2354.0,0.009,,0.0030185626858591184,-0.842355013631188,,-0.29331497342798624,Low
Germany,2020-06-08/2020-06-14,2348.0,0.009,,0.0030108688132528504,-0.842355013631188,,-0.29331882036428936,Low
Germany,2020-06-15/2020-06-21,4192.0,0.015,,0.005375452327579195,-0.8034263354555431,,-0.27851149124565044,Low
Germany,2020-06-22/2020-06-28,3167.0,0.008,,0.004061082424008423,-0.8488431266604622,,-0.2950645531191576,Low
Germany,2020-06-29/2020-07-05,2691.0,0.006,,0.003450701863911167,-0.8618193527190106,,-0.2999114225196981,Low
Germany,2020-07-06/2020-07-12,2429.0,0.006,,0.0031147360934374673,-0.8618193527190106,,-0.30007940540493494,Low
Germany,2020-07-13/2020-07-19,3044.0,0.007,,0.0039033580355799305,-0.8553312396897365,,-0.2974142548736178,Low
Germany,2020-07-20/2020-07-26,3936.0,0.008,,0.005047180429711763,-0.8488431266604622,,-0.2945715041163059,Low
Germany,2020-07-27/2020-08-02,4843.0,0.01,,0.006210237505359265,-0.8358669006019139,,-0.2894482964579902,Low
Germany,2020-08-03/2020-08-09,6067.0,0.01,,0.007779787517037924,-0.8358669006019139,,-0.2886635214521509,Low
Germany,2020-08-10/2020-08-16,7971.0,0.01,,0.010221309757426947,-0.8358669006019139,,-0.28744276033195637,Low
Germany,2020-08-17/2020-08-23,9580.0,0.009,,0.012284549928007796,-0.842355013631188,,-0.2886819798069119,Low
Germany,2020-08-24/2020-08-30,8844.0,0.007,,0.01134076822163893,-0.8553312396897365,,-0.2936955497805883,Low
Germany,2020-08-31/2020-09-06,8609.0,0.008,,0.011039424877893436,-0.8488431266604622,,-0.29157538189221505,Low
Germany,2020-09-07/2020-09-13,9785.0,0.009,,0.01254742390872195,-0.842355013631188,,-0.2885505428165548,Low
Germany,2020-09-14/2020-09-20,12285.0,0.012,,0.01575320416133359,-0.8228906745433655,,-0.28013513400951107,Low
Germany,2020-09-21/2020-09-27,13064.0,0.012,,0.016752125288047377,-0.8228906745433655,,-0.2796356734461542,Low
Germany,2020-09-28/2020-10-04,15946.0,0.018,,0.020447748763258073,-0.7839619963677207,,-0.26416282434707317,Low
Germany,2020-10-05/2020-10-11,26145.0,0.025,,0.03352604988181251,-0.7385452051628015,,-0.24172779686607426,Low
Germany,2020-10-12/2020-10-18,42031.0,0.036,,0.0538968599190079,-0.6671759618407856,,-0.20656315668477102,Low
Germany,2020-10-19/2020-10-25,74792.0,0.055,,0.09590668666133186,-0.5439018142845766,,-0.14241229166893588,Low
Germany,2020-10-26/2020-11-01,111009.0,0.071,,0.14234818402486613,-0.44009200581618996,,-0.08285811002323341,Low
Germany,2020-11-02/2020-11-08,125692.0,0.079,,0.1611763726045048,-0.38818710158199654,,-0.05527729925144639,Low
Germany,2020-11-09/2020-11-15,127862.0,0.088,,0.1639589898637717,-0.32979408431852913,,-0.03344843457959934,Low
Germany,2020-11-16/2020-11-22,128400.0,0.094,,0.16464887377413373,-0.2908654061428841,,-0.019478455262942562,Low
Germany,2020-11-23/2020-11-29,123122.0,0.093,,0.15788083050482005,-0.29735351917215824,,-0.02513331645784536,Low
Germany,2020-11-30/2020-12-06,128258.0,0.099,,0.16446678545578539,-0.25842484099651325,,-0.008215301620886933,Low
Germany,2020-12-07/2020-12-13,156213.0,0.112,,0.20031382024048872,-0.1740793716159491,,0.03922913005466217,Low
Germany,2020-12-14/2020-12-20,174589.0,0.114,,0.22387758740928532,-0.16110314555740077,,0.055552692759552394,Low
Germany,2020-12-21/2020-12-27,138828.0,0.13,24427.0,0.1780208243638274,-0.05729333708901413,-0.03669557391365304,0.07446208028780671,Low
Germany,2020-12-28/2021-01-03,122953.0,0.154,303099.0,0.15766411975974348,0.09842137561356579,-0.03224058695143843,0.11811562938733552,Low
Germany,2021-01-04/2021-01-10,145505.0,0.128,679400.0,0.18658282226250256,-0.07026956314756247,-0.026224855019746984,0.07263079228256647,Low
Germany,2021-01-11/2021-01-17,118929.0,0.104,1202842.0,0.1525040958651398,-0.22598427585014247,-0.017856855057513468,-0.0001639203563529334,Low
Germany,2021-01-18/2021-01-24,95553.0,0.099,1633116.0,0.12252876819111994,-0.25842484099651325,-0.010978284335733281,-0.027537567602859667,Low
Germany,2021-01-25/2021-01-31,78172.0,0.085,1945323.0,0.10024090156286279,-0.34925842340635155,-0.0059871904529171524,-0.07122191884285407,Low
Germany,2021-02-01/2021-02-07,64596.0,0.075,2339550.0,0.08283223247908054,-0.4141395536990933,0.0003151152869956412,-0.10357999484819172,Low
Germany,2021-02-08/2021-02-14,50827.0,0.064,2788620.0,0.06517607715979669,-0.48550879702110905,0.007494168062738141,-0.13846416558690053,Low
Germany,2021-02-15/2021-02-21,52329.0,0.061,3361771.0,0.06710210993556576,-0.5049731361089316,0.0166568404244403,-0.14568806873400922,Low
Germany,2021-02-22/2021-02-28,56356.0,0.061,4153745.0,0.07226598076647259,-0.5049731361089316,0.029317724346804054,-0.14500526590691035,Low
Germany,2021-03-01/2021-03-07,58425.0,0.062,5309580.0,0.07491908450353398,-0.49848502307965736,0.04779546827325279,-0.14417953606710102,Low
Germany,2021-03-08/2021-03-14,71391.0,0.067,6725435.0,0.09154554320567898,-0.4660444579332865,0.07043001916242128,-0.12790729154817398,Low
Germany,2021-03-15/2021-03-21,92610.0,0.079,7727019.0,0.11875492367774552,-0.38818710158199654,0.08644183111899659,-0.0894542983826755,Low
Germany,2021-03-22/2021-03-28,116309.0,0.093,9286582.0,0.1491444381604028,-0.29735351917215824,0.11137376842074309,-0.04620757789316545,Low
Germany,2021-03-29/2021-04-04,110007.0,0.109,10681005.0,0.14106330729961938,-0.19354371070377163,0.13366569687000307,-0.017258499627010832,Low
Germany,2021-04-05/2021-04-11,118188.0,0.12,13465609.0,0.1515539025982657,-0.12217446738175583,0.1781817390806688,0.006288626853417991,Low
Germany,2021-04-12/2021-04-18,142021.0,0.124,16706088.0,0.18211524690246297,-0.09622201526465915,0.2299856221271544,0.022882074789527633,Low
Germany,2021-04-19/2021-04-25,144678.0,0.124,19821813.0,0.18552235015493862,-0.09622201526465915,0.2797951266803428,0.017114200732787195,Low
Germany,2021-04-26/2021-05-02,124684.0,0.111,23861727.0,0.15988380200665178,-0.1805674846452233,0.34437916884628794,-0.03491359394944545,Low
Germany,2021-05-03/2021-05-09,100847.0,0.102,27750285.0,0.12931732845405033,-0.2389605019086908,0.40654355992904945,-0.07995904543037402,Low
Germany,2021-05-10/2021-05-16,70746.0,0.082,31297546.0,0.09071845190050518,-0.36872276249417407,0.4632518101535871,-0.1531815124457464,Low
Germany,2021-05-17/2021-05-23,52670.0,0.058,34042722.0,0.06753937836202199,-0.5244374751967541,0.5071375370618679,-0.22585405769713313,Low
Germany,2021-05-24/2021-05-30,29867.0,0.041,36312597.0,0.03829881552190072,-0.6347353966944148,0.5434248695920715,-0.28452171152090555,Low
Germany,2021-05-31/2021-06-06,20680.0,0.031,38571729.0,0.026518214249603468,-0.6996165269871565,0.5795404592671082,-0.31853774621076925,Low
Germany,2021-06-07/2021-06-13,14062.0,0.023,41043651.0,0.01803187276488994,-0.7515214312213498,0.6190578140125129,-0.3468752366469044,Low
Germany,2021-06-14/2021-06-20,7285.0,0.014,43431786.0,0.009341643656110314,-0.8099144484848173,0.6572357087741265,-0.37738459145774983,Low
Germany,2021-06-21/2021-06-27,4859.0,0.01,45877927.0,0.006230754498975979,-0.8358669006019139,0.6963409158374074,-0.39388917533679296,Low
Germany,2021-06-28/2021-07-04,4388.0,0.008,48220404.0,0.005626785499383947,-0.8488431266604622,0.7337888994679393,-0.4043500365016607,Low
Germany,2021-07-05/2021-07-11,5597.0,0.011,49785643.0,0.007177100829546935,-0.8293787875726397,0.7588115760832786,-0.4005157616481422,Low
Germany,2021-07-12/2021-07-18,9113.0,0.016,50928932.0,0.011685710176819943,-0.796938222426269,0.777088753514249,-0.3896488357879215,Low
Germany,2021-07-19/2021-07-25,12646.0,0.023,51729409.0,0.01621611882981071,-0.7515214312213498,0.789885570555619,-0.37340727709590993,Low
Germany,2021-07-26/2021-08-01,15522.0,0.029,52398414.0,0.01990404843241514,-0.7125927530457048,0.8005806118681885,-0.35954253113001733,Low
Germany,2021-08-02/2021-08-08,20423.0,0.038,52965856.0,0.026188660039634992,-0.6541997357822373,0.8096520173621491,-0.3373233801082879,Low
Germany,2021-08-09/2021-08-15,32077.0,0.06,53595542.0,0.041132725265209405,-0.5114612491382057,0.8197184858996738,-0.28140284745071836,Low
Germany,2021-08-16/2021-08-22,49652.0,0.078,54327878.0,0.06366936044106922,-0.39467521461127075,0.831425967569739,-0.23101554002887098,Low
Germany,2021-08-23/2021-08-29,66371.0,0.082,55071709.0,0.08510833645843481,-0.36872276249417407,0.8433172139349677,-0.21299638073398866,Low
Germany,2021-08-30/2021-09-05,74737.0,0.086,55716108.0,0.0958361594957744,-0.34277031037707745,0.8536188916904083,-0.20009436263765112,Low
Germany,2021-09-06/2021-09-12,71656.0,0.079,56260490.0,0.09188535591245581,-0.38818710158199654,0.8623216487397865,-0.21927105490843884,Low
Germany,2021-09-13/2021-09-19,61471.0,0.074,56806142.0,0.078825007163316,-0.42062766672836743,0.8710447086306486,-0.2384638860678679,Low
Germany,2021-09-20/2021-09-26,53623.0,0.064,57266808.0,0.06876142179431755,-0.48550879702110905,0.8784091407369798,-0.26730873917077635,Low
Germany,2021-09-27/2021-10-03,56481.0,0.064,57613057.0,0.07242626977910317,-0.48550879702110905,0.8839444466905018,-0.26630661107141185,Low
Germany,2021-10-04/2021-10-10,58025.0,0.065,57915396.0,0.07440615966311612,-0.4790206839918349,0.8887777858963387,-0.26377082745003494,Low
Germany,2021-10-11/2021-10-17,65359.0,0.081,58192758.0,0.08381063661217762,-0.37521087552344823,0.8932118305574951,-0.22340026271074231,Low
Germany,2021-10-18/2021-10-24,97723.0,0.108,58440911.0,0.12531138545038684,-0.2000318237330458,0.8971789258510102,-0.14193228445902414,Low
Germany,2021-10-25/2021-10-31,137011.0,0.121,58687279.0,0.17569086327622926,-0.11568635435248166,0.9011174852610223,-0.08781241517440729,Low
Germany,2021-11-01/2021-11-07,177868.0,0.158,58923371.0,0.22808228878861073,0.12437382773066248,0.9048917675063974,0.021838218974077617,Low
Germany,2021-11-08/2021-11-14,271174.0,0.171,59240874.0,0.34772970168868333,0.2087192971112267,0.9099675258368505,0.11042147595774343,Low
Germany,2021-11-15/2021-11-21,351654.0,0.196,59647587.0,0.4509301795807572,0.3709221228430808,0.9164694388828802,0.2178174169530248,Low
Germany,2021-11-22/2021-11-28,403348.0,0.21,60385604.0,0.5172180213321595,0.461755705252919,0.9282677397989849,0.28098334653475365,Low
Germany,2021-11-29/2021-12-05,388054.0,0.206,61041950.0,0.4976063400587826,0.4358032531358223,0.9387604081427787,0.2605202474055123,Low
Germany,2021-12-06/2021-12-12,338008.0,0.197,61570178.0,0.4334317486499018,0.37741023587235495,0.9472049194430769,0.20672871896381356,Low
Germany,2021-12-13/2021-12-19,273503.0,0.184,62177341.0,0.35071620657201635,0.29306476649179075,0.956911324280804,0.13439407291601435,Low
Germany,2021-12-20/2021-12-26,193832.0,0.163,62523969.0,0.24855311916968761,0.15681439287703333,0.9624526891137924,0.03479369372473659,Low
Germany,2021-12-27/2022-01-02,208696.0,0.215,62774611.0,0.2676134062396154,0.49419627039928987,0.9664595747793182,0.16180646154266143,Low
Germany,2022-01-03/2022-01-09,337882.0,0.228,63104972.0,0.4332701773251702,0.5785417397798541,0.9717408873899291,0.2733635644770447,Low
Germany,2022-01-10/2022-01-16,486124.0,0.244,63455132.0,0.623362687808232,0.6823515482482406,0.9773387165033279,0.40390357831550094,Low
Germany,2022-01-17/2022-01-23,796815.0,0.321,63766922.0,1.021765516793897,1.1819362515023515,0.982323144020082,0.7772119748197592,High
Germany,2022-01-24/2022-01-30,1114352.0,0.404,63996924.0,1.4289470544233136,1.7204496329321075,0.9860000685452703,1.1687308884561038,High
Germany,2022-01-31/2022-02-06,1292740.0,0.443,64151547.0,1.6576961455044676,1.9734860410737993,0.9884719474891848,1.3712973950046858,High
Germany,2022-02-07/2022-02-13,1309845.0,0.44,64255788.0,1.6796300939928364,1.954021701985977,0.990138395126293,1.375201883422566,High
Germany,2022-02-14/2022-02-20,1193271.0,0.454,64330977.0,1.5301458431256567,2.0448552843958154,0.9913404032745889,1.3320712106101753,High
Germany,2022-02-21/2022-02-27,1093093.0,0.448,64392022.0,1.4016863814672054,2.00592660622017,0.9923162985174135,1.2540700581330502,High
Germany,2022-02-28/2022-03-06,1134009.0,0.507,64455376.0,1.4541534633935485,2.388725274947346,0.9933291065641643,1.4141312119437206,High
Germany,2022-03-07/2022-03-13,1413846.0,0.529,64505015.0,1.8129918348135816,2.531463761591378,0.994122659909378,1.6433898349773663,High
Germany,2022-03-14/2022-03-20,1582504.0,0.556,64541911.0,2.029264029151571,2.7066428133817806,0.9947124974207098,1.812750124646302,High
Germany,2022-03-21/2022-03-27,1588891.0,0.551,64573945.0,2.037454156540943,2.6742022482354098,0.9952246086207858,1.805414173859747,High
Germany,2022-03-28/2022-04-03,1295125.0,0.516,64600866.0,1.660754459865459,2.447118292210814,0.9956549809007773,1.5375203850713977,High
Germany,2022-04-04/2022-04-10,984600.0,0.491,64622638.0,1.2625644946885675,2.2849154664789597,0.9960030387470673,1.2816022047998596,High
Germany,2022-04-11/2022-04-17,778948.0,0.543,64635253.0,0.998854446484532,2.6222973440012165,0.9962047083103113,1.2678005873961449,High
Germany,2022-04-18/2022-04-24,731499.0,0.503,64648145.0,0.9380100196020642,2.36277282283025,0.9964108061311073,1.1465138768719534,High
Germany,2022-04-25/2022-05-01,596917.0,0.414,64669194.0,0.7654338924192724,1.7853307632248483,0.9967473057455919,0.8580706174764943,High
Germany,2022-05-02/2022-05-08,471440.0,0.411,64682198.0,0.6045332169164922,1.7658664241370259,0.996955194053196,0.7707765777982258,High
Germany,2022-05-09/2022-05-15,408745.0,0.382,64691680.0,0.5241386597414976,1.5777111462880755,0.9971067779452832,0.6647022143797827,Moderate
Germany,2022-05-16/2022-05-22,292505.0,0.321,64700250.0,0.3750827011160669,1.1819362515023515,0.9972437821590764,0.45163247125999506,Moderate
Germany,2022-05-23/2022-05-29,187159.0,0.284,64707395.0,0.23999625051941662,0.9418760694192071,0.9973580056255352,0.3000510487126005,Low
Germany,2022-05-30/2022-06-05,245141.0,0.328,64714689.0,0.3143472707621878,1.2273530427072705,0.9974746110789083,0.43712600866680235,Low
Germany,2022-06-06/2022-06-12,331434.0,0.418,64720960.0,0.42500182889763427,1.8112832153419451,0.9975748623536689,0.6968138104654475,Moderate
Germany,2022-06-13/2022-06-19,413791.0,,64728109.0,0.530609206603369,,0.9976891497660851,0.11565123083677173,Low
Germany,2022-06-20/2022-06-26,574225.0,,64735897.0,0.7363356662223671,,0.9978136525452008,0.21849578522940344,Low
Germany,2022-06-27/2022-07-03,622776.0,,64744123.0,0.7985932010401862,,0.997945157406655,0.24960482690909483,Low
Germany,2022-07-04/2022-07-10,629349.0,,64750786.0,0.8070218384803527,,0.9980516753852436,0.2538031679323898,Low
Germany,2022-07-11/2022-07-17,675130.0,,64757825.0,0.865727368778278,,0.9981642042838306,0.28313905374656445,Low
Germany,2022-07-18/2022-07-24,627179.0,,64764728.0,0.8042392212210858,,0.998274559019865,0.25237842675756317,Low
Germany,2022-07-25/2022-07-31,495729.0,,64770395.0,0.6356792955387659,,0.9983651544550536,0.16808487460112492,Low
Germany,2022-08-01/2022-08-07,362936.0,,64775292.0,0.465397224704743,,0.9984434402934369,0.08293209630835596,Low
Germany,2022-08-08/2022-08-14,298292.0,,64779755.0,0.3825034412448123,,0.9985147879954391,0.04147450242309028,Low
Germany,2022-08-15/2022-08-21,263329.0,,64787380.0,0.337669963255988,,0.9986366849767896,0.019039478881475586,Low
Germany,2022-08-22/2022-08-28,227979.0,,64791752.0,0.29234023048405944,,0.9987065779082602,-0.003635871444209321,Low
Germany,2022-08-29/2022-09-04,201757.0,,64796242.0,0.2587154425704665,,0.9987783572454751,-0.020459032301587993,Low
Germany,2022-09-05/2022-09-11,204084.0,,64800715.0,0.2616993828295974,,0.9988498648123709,-0.01897778830705693,Low
Germany,2022-09-12/2022-09-18,228913.0,,64805073.0,0.29353790998643514,,0.9989195339329906,-0.0030689750967310137,Low
Germany,2022-09-19/2022-09-25,286535.0,,64809259.0,0.3674272978728303,,0.9989864533774409,0.033865680929799025,Low
Germany,2022-09-26/2022-10-02,458852.0,,64814412.0,0.5883914721885422,,0.9990688317570997,0.14433541133070613,Low
Germany,2022-10-03/2022-10-09,594073.0,,64819875.0,0.7617869968039015,,0.9991561659484594,0.23102007350968184,Low
Germany,2022-10-10/2022-10-16,644986.0,,64826131.0,0.827073352804388,,0.9992561774258795,0.2636482497883121,Low
Germany,2022-10-17/2022-10-23,544616.0,,64831501.0,0.698367687222536,,0.9993420248737288,0.19928253988020866,Low
Germany,2022-10-24/2022-10-30,373903.0,,64836955.0,0.4794603415168997,,0.9994292151866843,0.08981578848044722,Low
Germany,2022-10-31/2022-11-06,243578.0,,64841084.0,0.312343016948255,,0.9994952234012411,0.006247224963941339,Low
