location,year_week,daily_vaccinations,daily_vaccinations_raw,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
Australia,2021-02-15/2021-02-21,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,,0.0,0.0,,
Australia,2021-02-22/2021-02-28,33876.0,34610.0,33867.0,0.01842857142857143,184.85714285714286,34630.0,34618.0,12.0,,0.13,0.13,0.0,
Australia,2021-03-01/2021-03-07,46305.0,51739.0,46296.0,0.02514285714285714,252.57142857142858,86369.0,86345.0,24.0,,0.33,0.33,0.0,
Australia,2021-03-08/2021-03-14,68497.0,78412.0,68483.0,0.03742857142857143,373.57142857142856,164781.0,164746.0,35.0,,0.63,0.63,0.0,
Australia,2021-03-15/2021-03-21,99344.0,117179.0,95153.0,0.052,542.2857142857143,281960.0,262283.0,19677.0,,1.08,1.0,0.08,
Australia,2021-03-22/2021-03-28,209515.0,259801.0,182830.0,0.09985714285714287,1143.4285714285713,541761.0,505085.0,36676.0,,2.07,1.93,0.14,
Australia,2021-03-29/2021-04-04,319913.0,302548.0,280605.0,0.15314285714285716,1745.857142857143,844309.0,762679.0,81630.0,,3.23,2.91,0.31,
Australia,2021-04-05/2021-04-11,283058.0,333993.0,231965.0,0.12642857142857142,1544.857142857143,1178302.0,1029486.0,148816.0,,4.5,3.93,0.57,
Australia,2021-04-12/2021-04-18,362212.0,408254.0,308236.0,0.1682857142857143,1976.5714285714287,1586556.0,1399808.0,186748.0,,6.06,5.35,0.71,
Australia,2021-04-19/2021-04-25,418577.0,350929.0,373764.0,0.20385714285714288,2284.1428571428573,1937485.0,1704743.0,232742.0,,7.4,6.51,0.89,
Australia,2021-04-26/2021-05-02,320277.0,323130.0,290447.0,0.15857142857142859,1747.857142857143,2260615.0,1999899.0,260716.0,,8.64,7.64,1.0,
Australia,2021-05-03/2021-05-09,378056.0,402606.0,344730.0,0.18814285714285714,2063.0,2663221.0,2368476.0,294745.0,,10.17,9.05,1.13,
Australia,2021-05-10/2021-05-16,426214.0,436916.0,390733.0,0.21314285714285713,2325.8571428571427,3100137.0,2768527.0,331610.0,,11.84,10.58,1.27,
Australia,2021-05-17/2021-05-23,487454.0,512916.0,374971.0,0.2047142857142857,2660.1428571428573,3613053.0,3168814.0,434769.0,,13.8,12.11,1.66,
Australia,2021-05-24/2021-05-30,564494.0,630547.0,513248.0,0.2802857142857143,3080.4285714285716,4243600.0,3743622.0,499978.0,,16.21,14.3,1.91,
Australia,2021-05-31/2021-06-06,754267.0,832813.0,677657.0,0.36985714285714283,4116.285714285715,5076413.0,4463413.0,613000.0,,19.39,17.05,2.34,
Australia,2021-06-07/2021-06-13,834266.0,790886.0,655719.0,0.3578571428571428,4552.857142857143,5867299.0,5000913.0,866386.0,,22.41,19.1,3.31,
Australia,2021-06-14/2021-06-20,725616.0,723442.0,464448.0,0.2532857142857143,3959.8571428571427,6590741.0,5509653.0,1081088.0,,25.18,21.05,4.13,
Australia,2021-06-21/2021-06-27,777468.0,783925.0,459250.0,0.25085714285714283,4242.857142857143,7374666.0,5897308.0,1477358.0,,28.17,22.53,5.64,
Australia,2021-06-28/2021-07-04,803702.0,851320.0,416905.0,0.22728571428571429,4386.142857142857,8225986.0,6348365.0,1877621.0,,31.42,24.25,7.17,
Australia,2021-07-05/2021-07-11,891913.0,897801.0,433950.0,0.23685714285714285,4867.571428571428,9123787.0,6798066.0,2325721.0,,34.85,25.97,8.88,
Australia,2021-07-12/2021-07-18,949433.0,979372.0,465266.0,0.254,5181.285714285715,10103159.0,7274900.0,2828259.0,,38.59,27.79,10.8,
Australia,2021-07-19/2021-07-25,1047231.0,1096650.0,531271.0,0.29,5715.0,11199809.0,7840804.0,3359005.0,,42.78,29.95,12.83,
Australia,2021-07-26/2021-08-01,1168060.0,1210318.0,591924.0,0.3231428571428571,6374.571428571428,12410127.0,8445404.0,3964723.0,,47.41,32.26,15.15,
Australia,2021-08-02/2021-08-08,1284791.0,1350341.0,633613.0,0.3458571428571428,7011.428571428572,13760468.0,9108510.0,4651958.0,,52.57,34.8,17.77,
Australia,2021-08-09/2021-08-15,1486978.0,1554690.0,745694.0,0.40685714285714286,8115.0,15315158.0,9905472.0,5409686.0,,58.51,37.84,20.67,
Australia,2021-08-16/2021-08-22,1701474.0,1807872.0,900128.0,0.49114285714285716,9285.42857142857,17123030.0,10882390.0,6240640.0,,65.41,41.57,23.84,
Australia,2021-08-23/2021-08-29,1878958.0,1929532.0,1034188.0,0.5642857142857143,10253.857142857143,19052562.0,11956986.0,7095576.0,,72.78,45.68,27.11,
Australia,2021-08-30/2021-09-05,1926848.0,1895952.0,1081223.0,0.59,10515.285714285714,20948514.0,13023788.0,7924726.0,,80.03,49.75,30.27,
Australia,2021-09-06/2021-09-12,1831208.0,1812087.0,1000202.0,0.5461428571428572,9993.57142857143,22760601.0,13986743.0,8773858.0,,86.95,53.43,33.52,
Australia,2021-09-13/2021-09-19,1916494.0,1984624.0,1023005.0,0.5581428571428572,10459.0,24745225.0,15044653.0,9700572.0,,94.53,57.47,37.06,
Australia,2021-09-20/2021-09-26,2020624.0,2008911.0,1042701.0,0.569,11027.142857142857,26754136.0,16050194.0,10703942.0,,102.2,61.31,40.89,
Australia,2021-09-27/2021-10-03,1970335.0,1956565.0,935147.0,0.5104285714285715,10752.57142857143,28710701.0,16943837.0,11766864.0,,109.68,64.73,44.95,
Australia,2021-10-04/2021-10-10,1882443.0,1932816.0,763068.0,0.41657142857142854,10273.0,30643517.0,17644750.0,12998286.0,481.0,117.06,67.4,49.65,0.0
Australia,2021-10-11/2021-10-17,2000047.0,1933613.0,630356.0,0.34414285714285714,10914.714285714286,32577130.0,18214049.0,14360419.0,2662.0,124.45,69.58,54.86,0.01
Australia,2021-10-18/2021-10-24,1776454.0,1691818.0,506026.0,0.27614285714285713,9694.714285714286,34268948.0,18692857.0,15569263.0,6828.0,130.91,71.41,59.48,0.03
Australia,2021-10-25/2021-10-31,1485145.0,1334143.0,412995.0,0.22528571428571428,8104.857142857143,35603091.0,19052562.0,16529442.0,21087.0,136.01,72.78,63.14,0.08
Australia,2021-11-01/2021-11-07,1226497.0,1160410.0,285333.0,0.15571428571428572,6693.428571428572,36763501.0,19303290.0,17283428.0,176783.0,140.44,73.74,66.02,0.68
Australia,2021-11-08/2021-11-14,1007361.0,932239.0,246909.0,0.13485714285714287,5497.285714285715,37695740.0,19563025.0,17872077.0,260638.0,144.0,74.73,68.27,1.0
Australia,2021-11-15/2021-11-21,840552.0,748409.0,252955.0,0.13814285714285715,4587.0,38444149.0,19787505.0,18323181.0,333463.0,146.86,75.59,70.0,1.27
Australia,2021-11-22/2021-11-28,686976.0,651439.0,201511.0,0.10985714285714286,3749.0,39095588.0,19975729.0,18704697.0,415162.0,149.35,76.31,71.45,1.59
Australia,2021-11-29/2021-12-05,573039.0,556816.0,148713.0,0.08142857142857142,3127.285714285714,39652404.0,20106757.0,19008755.0,536892.0,151.48,76.81,72.62,2.05
Australia,2021-12-06/2021-12-12,539372.0,525237.0,111711.0,0.06085714285714285,2943.4285714285716,40177641.0,20208813.0,19271471.0,697357.0,153.48,77.2,73.62,2.66
Australia,2021-12-13/2021-12-19,849891.0,1073747.0,110982.0,0.06057142857142857,4638.0,41251388.0,20328607.0,19553057.0,1369724.0,157.58,77.66,74.69,5.23
Australia,2021-12-20/2021-12-26,1085450.0,808712.0,101434.0,0.055285714285714285,5923.428571428572,42203960.0,20410720.0,19699622.0,2093618.0,161.22,77.97,75.25,8.0
Australia,2021-12-27/2022-01-02,590198.0,376579.0,52091.0,0.02842857142857143,3221.0,42768270.0,20460234.0,19778026.0,2530010.0,163.38,78.16,75.55,9.66
Australia,2022-01-03/2022-01-09,993415.0,1318338.0,61612.0,0.03357142857142857,5421.571428571428,44086608.0,20529932.0,19904821.0,3651855.0,168.41,78.43,76.04,13.95
Australia,2022-01-10/2022-01-16,1802326.0,1947858.0,274615.0,0.14985714285714286,9835.857142857143,46034466.0,20938457.0,20020735.0,5075274.0,175.86,79.99,76.48,19.39
Australia,2022-01-17/2022-01-23,1975140.0,1975729.0,427459.0,0.2332857142857143,10778.857142857143,48010195.0,21352957.0,20110855.0,6546383.0,183.4,81.57,76.83,25.01
Australia,2022-01-24/2022-01-30,1742900.0,1597044.0,339693.0,0.18514285714285714,9511.285714285714,49607239.0,21647934.0,20194741.0,7764564.0,189.5,82.7,77.15,29.66
Australia,2022-01-31/2022-02-06,1550968.0,1490997.0,215394.0,0.11742857142857142,8464.0,51098236.0,21813079.0,20287496.0,8997661.0,195.2,83.33,77.5,34.37
Australia,2022-02-07/2022-02-13,1311765.0,1210134.0,119782.0,0.06557142857142857,7158.714285714285,52308370.0,21911397.0,20363428.0,10033545.0,199.82,83.7,77.79,38.33
Australia,2022-02-14/2022-02-20,1012405.0,916422.0,76627.0,0.04185714285714286,5524.857142857143,53224792.0,21980295.0,20423361.0,10821136.0,203.32,83.97,78.02,41.34
Australia,2022-02-21/2022-02-27,806219.0,738675.0,69841.0,0.038,4399.857142857143,53963467.0,22047151.0,20475638.0,11440678.0,206.15,84.22,78.22,43.7
Australia,2022-02-28/2022-03-06,597148.0,528928.0,53186.0,0.029,3258.714285714286,54492395.0,22093332.0,20524493.0,11874570.0,208.17,84.4,78.41,45.36
Australia,2022-03-07/2022-03-13,524812.0,562447.0,39785.0,0.021714285714285714,2864.0,55054842.0,22130630.0,20714246.0,12209966.0,210.31,84.54,79.13,46.64
Australia,2022-03-14/2022-03-20,561693.0,559151.0,34677.0,0.018857142857142857,3065.1428571428573,55613993.0,22163996.0,20952845.0,12497152.0,212.45,84.67,80.04,47.74
Australia,2022-03-21/2022-03-27,528127.0,493794.0,31168.0,0.016857142857142855,2882.285714285714,56107787.0,22193476.0,21153372.0,12760939.0,214.34,84.78,80.81,48.75
Australia,2022-03-28/2022-04-03,425659.0,373772.0,26999.0,0.014714285714285713,2323.0,56481559.0,22218298.0,21291087.0,12972174.0,215.76,84.88,81.33,49.55
Australia,2022-04-04/2022-04-10,329664.0,421076.0,12982.0,0.0071428571428571435,1799.0,56902635.0,22231734.0,21378262.0,13286513.0,217.37,84.93,81.67,50.76
Australia,2022-04-11/2022-04-17,376880.0,252946.0,0.0,0.0,2056.8571428571427,57155581.0,22231734.0,21439688.0,13462452.0,218.34,84.93,81.9,51.43
Australia,2022-04-18/2022-04-24,218488.0,301455.0,0.0,0.0,1192.2857142857142,57457036.0,22231734.0,21493460.0,13694925.0,219.49,84.93,82.11,52.32
Australia,2022-04-25/2022-05-01,277195.0,278914.0,0.0,0.0,1512.7142857142858,57735950.0,22231734.0,21528799.0,13927876.0,220.56,84.93,82.24,53.21
Australia,2022-05-02/2022-05-08,283348.0,314312.0,0.0,0.0,1546.2857142857142,58050262.0,22231734.0,21554537.0,14206545.0,221.76,84.93,82.34,54.27
Australia,2022-05-09/2022-05-15,313799.0,350526.0,0.0,0.0,1712.4285714285713,58400788.0,22231734.0,21575026.0,14527073.0,223.1,84.93,82.42,55.49
Australia,2022-05-16/2022-05-22,348088.0,356065.0,0.0,0.0,1899.5714285714287,58756853.0,22231734.0,21593262.0,14855317.0,224.46,84.93,82.49,56.75
Australia,2022-05-23/2022-05-29,479774.0,332825.0,0.0,0.0,2618.285714285714,59089678.0,22231734.0,21609760.0,15162810.0,225.73,84.93,82.55,57.92
Australia,2022-05-30/2022-06-05,320797.0,310222.0,0.0,0.0,1750.7142857142858,59399900.0,22231734.0,21624590.0,15449895.0,226.91,84.93,82.61,59.02
Australia,2022-06-06/2022-06-12,284002.0,253082.0,0.0,0.0,1549.857142857143,59663231.0,22231734.0,21635697.0,15693206.0,227.92,84.93,82.65,59.95
Australia,2022-06-13/2022-06-19,235654.0,236708.0,0.0,0.0,1286.142857142857,59899939.0,22231734.0,21647523.0,15911187.0,228.82,84.93,82.7,60.78
Australia,2022-06-20/2022-06-26,239912.0,231251.0,0.0,0.0,1309.142857142857,60131190.0,22231734.0,21647523.0,16121636.0,229.71,84.93,82.7,61.59
Australia,2022-06-27/2022-07-03,203452.0,187817.0,0.0,0.0,1110.4285714285713,60319007.0,22231734.0,21647523.0,16289905.0,230.42,84.93,82.7,62.23
Australia,2022-07-04/2022-07-10,212205.0,247825.0,0.0,0.0,1158.142857142857,60566832.0,22231734.0,21647523.0,16512990.0,231.37,84.93,82.7,63.08
Australia,2022-07-11/2022-07-17,511639.0,638893.0,0.0,0.0,2792.1428571428573,61205725.0,22231734.0,21647523.0,17125242.0,233.81,84.93,82.7,65.42
Australia,2022-07-18/2022-07-24,614480.0,590840.0,0.0,0.0,3353.285714285714,61796565.0,22231734.0,21647523.0,17691177.0,236.07,84.93,82.7,67.58
Australia,2022-07-25/2022-07-31,509367.0,458701.0,0.0,0.0,2779.714285714286,62255266.0,22231734.0,21647523.0,18128815.0,237.82,84.93,82.7,69.25
Australia,2022-08-01/2022-08-07,349011.0,226151.0,0.0,0.0,1904.5714285714287,62481417.0,22231734.0,21647523.0,18343383.0,238.68,84.93,82.7,70.07
Australia,2022-08-08/2022-08-14,237050.0,116152.0,0.0,0.0,1293.7142857142858,62766146.0,22231734.0,21647523.0,18608076.0,239.77,84.93,82.7,71.08
Australia,2022-08-15/2022-08-21,176309.0,119510.0,0.0,0.0,962.2857142857143,62926030.0,22231734.0,21647523.0,18754700.0,240.38,84.93,82.7,71.64
Australia,2022-08-22/2022-08-28,123569.0,85343.0,0.0,0.0,674.4285714285714,63011373.0,22231734.0,21647523.0,18859966.0,240.71,84.93,82.7,72.05
Australia,2022-08-29/2022-09-04,33047.0,0.0,0.0,0.0,180.28571428571428,63011373.0,22231734.0,21647523.0,18945768.0,240.71,84.93,82.7,72.37
Australia,2022-09-05/2022-09-11,16849.0,0.0,0.0,0.0,92.0,63011373.0,22231734.0,21647523.0,18996903.0,240.71,84.93,82.7,72.57
Australia,2022-09-12/2022-09-18,16849.0,0.0,0.0,0.0,92.0,63011373.0,22231734.0,21647523.0,19048216.0,240.71,84.93,82.7,72.77
Australia,2022-09-19/2022-09-25,16849.0,0.0,0.0,0.0,92.0,63011373.0,22231734.0,21647523.0,19096548.0,240.71,84.93,82.7,72.95
Australia,2022-09-26/2022-10-02,16849.0,0.0,0.0,0.0,92.0,63011373.0,22231734.0,21647523.0,19145155.0,240.71,84.93,82.7,73.14
Australia,2022-10-03/2022-10-09,16849.0,0.0,0.0,0.0,92.0,63011373.0,22231734.0,21647523.0,19145155.0,240.71,84.93,82.7,73.14
Australia,2022-10-10/2022-10-16,16849.0,0.0,0.0,0.0,92.0,63011373.0,22231734.0,21647523.0,19145155.0,240.71,84.93,82.7,73.14
Australia,2022-10-17/2022-10-23,16849.0,0.0,0.0,0.0,92.0,63011373.0,22231734.0,21647523.0,19145155.0,240.71,84.93,82.7,73.14
Australia,2022-10-24/2022-10-30,16849.0,0.0,0.0,0.0,92.0,63011373.0,22231734.0,21647523.0,19145155.0,240.71,84.93,82.7,73.14
Australia,2022-10-31/2022-11-06,21693.0,0.0,0.0,0.0,118.42857142857143,63179861.0,22231734.0,21647523.0,19293337.0,241.35,84.93,82.7,73.7
Australia,2022-11-07/2022-11-13,56397.0,0.0,0.0,0.0,307.7142857142857,63236277.0,22231734.0,21647523.0,19349035.0,241.57,84.93,82.7,73.92
Australia,2022-11-14/2022-11-20,88395.0,0.0,0.0,0.0,482.42857142857144,63332108.0,22231734.0,21647523.0,19442135.0,241.93,84.93,82.7,74.27
Australia,2022-11-21/2022-11-27,74588.0,0.0,0.0,0.0,407.0,63406631.0,22231734.0,21647523.0,19514697.0,242.22,84.93,82.7,74.55
Australia,2022-11-28/2022-12-04,55235.0,0.0,0.0,0.0,301.42857142857144,63460368.0,22231734.0,21647523.0,19567150.0,242.42,84.93,82.7,74.75
Australia,2022-12-05/2022-12-11,45994.0,0.0,0.0,0.0,251.14285714285714,63505559.0,22231734.0,21647523.0,19613644.0,242.6,84.93,82.7,74.93
Australia,2022-12-12/2022-12-18,42417.0,0.0,0.0,0.0,231.42857142857142,63548762.0,22231734.0,21647523.0,19656814.0,242.76,84.93,82.7,75.09
Australia,2022-12-19/2022-12-25,33301.0,0.0,0.0,0.0,181.85714285714286,63583562.0,22231734.0,21647523.0,19691609.0,242.89,84.93,82.7,75.22
Australia,2022-12-26/2023-01-01,16689.0,0.0,0.0,0.0,90.85714285714286,63583562.0,22231734.0,21647523.0,19691609.0,242.89,84.93,82.7,75.22
Australia,2023-01-02/2023-01-08,15173.0,0.0,0.0,0.0,82.71428571428571,63611887.0,22231734.0,21647523.0,19721346.0,243.0,84.93,82.7,75.34
Australia,2023-01-09/2023-01-15,21149.0,0.0,0.0,0.0,115.28571428571429,63634307.0,22231734.0,21647523.0,19743221.0,243.09,84.93,82.7,75.42
Australia,2023-01-16/2023-01-22,19734.0,0.0,0.0,0.0,107.71428571428571,63654606.0,22231734.0,21647523.0,19762423.0,243.17,84.93,82.7,75.49
Australia,2023-01-23/2023-01-29,14379.0,0.0,0.0,0.0,78.57142857142857,63668170.0,22231734.0,21647523.0,19776130.0,243.22,84.93,82.7,75.55
Australia,2023-01-30/2023-02-05,42882.0,0.0,0.0,0.0,234.28571428571428,63681652.0,22231734.0,21647523.0,19790466.0,243.27,84.93,82.7,75.6
Australia,2023-02-06/2023-02-12,224109.0,0.0,0.0,0.0,1222.7142857142858,63681652.0,22231734.0,21647523.0,19790466.0,243.27,84.93,82.7,75.6
Australia,2023-02-13/2023-02-19,253498.0,0.0,0.0,0.0,1383.0,63681652.0,22231734.0,21647523.0,19790466.0,243.27,84.93,82.7,75.6
Australia,2023-02-20/2023-02-26,253498.0,0.0,0.0,0.0,1383.0,63681652.0,22231734.0,21647523.0,19790466.0,243.27,84.93,82.7,75.6
Australia,2023-02-27/2023-03-05,253498.0,0.0,0.0,0.0,1383.0,63681652.0,22231734.0,21647523.0,19790466.0,243.27,84.93,82.7,75.6
Australia,2023-03-06/2023-03-12,253498.0,0.0,0.0,0.0,1383.0,63681652.0,22231734.0,21647523.0,19790466.0,243.27,84.93,82.7,75.6
Australia,2023-03-13/2023-03-19,253498.0,0.0,0.0,0.0,1383.0,63681652.0,22231734.0,21647523.0,19790466.0,243.27,84.93,82.7,75.6
Australia,2023-03-20/2023-03-26,249331.0,0.0,0.0,0.0,1360.2857142857142,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-03-27/2023-04-02,199322.0,0.0,0.0,0.0,1087.7142857142858,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-04-03/2023-04-09,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-04-10/2023-04-16,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-04-17/2023-04-23,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-04-24/2023-04-30,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-05-01/2023-05-07,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-05-08/2023-05-14,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-05-15/2023-05-21,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-05-22/2023-05-28,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-05-29/2023-06-04,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-06-05/2023-06-11,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-06-12/2023-06-18,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-06-19/2023-06-25,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-06-26/2023-07-02,185430.0,0.0,0.0,0.0,1012.0,65492360.0,22231734.0,21647523.0,19790466.0,250.19,84.93,82.7,75.6
Australia,2023-07-03/2023-07-09,169864.0,0.0,0.0,0.0,927.1428571428571,68247343.0,22231734.0,21647523.0,19790466.0,260.71,84.93,82.7,75.6
Australia,2023-07-10/2023-07-16,73875.0,0.0,0.0,0.0,403.0,68247343.0,22231734.0,21647523.0,19790466.0,260.71,84.93,82.7,75.6
Australia,2023-07-17/2023-07-23,58310.0,0.0,0.0,0.0,318.0,68247343.0,22231734.0,21647523.0,19790466.0,260.71,84.93,82.7,75.6
Australia,2023-07-24/2023-07-30,58310.0,0.0,0.0,0.0,318.0,68247343.0,22231734.0,21647523.0,19790466.0,260.71,84.93,82.7,75.6
Australia,2023-07-31/2023-08-06,55397.0,0.0,0.0,0.0,302.2857142857143,68480571.0,22231734.0,21647523.0,19790466.0,261.6,84.93,82.7,75.6
Australia,2023-08-07/2023-08-13,37448.0,0.0,0.0,0.0,204.14285714285714,68480571.0,22231734.0,21647523.0,19790466.0,261.6,84.93,82.7,75.6
Australia,2023-08-14/2023-08-20,34538.0,0.0,0.0,0.0,188.0,68480571.0,22231734.0,21647523.0,19790466.0,261.6,84.93,82.7,75.6
Australia,2023-08-21/2023-08-27,34538.0,0.0,0.0,0.0,188.0,68480571.0,22231734.0,21647523.0,19790466.0,261.6,84.93,82.7,75.6
Australia,2023-08-28/2023-09-03,34538.0,0.0,0.0,0.0,188.0,68480571.0,22231734.0,21647523.0,19790466.0,261.6,84.93,82.7,75.6
Australia,2023-09-04/2023-09-10,33905.0,0.0,0.0,0.0,184.57142857142858,68653247.0,22231734.0,21647523.0,19790466.0,262.26,84.93,82.7,75.6
Australia,2023-09-11/2023-09-17,30011.0,0.0,0.0,0.0,163.42857142857142,68653247.0,22231734.0,21647523.0,19790466.0,262.26,84.93,82.7,75.6
Australia,2023-09-18/2023-09-24,29379.0,0.0,0.0,0.0,160.0,68653247.0,22231734.0,21647523.0,19790466.0,262.26,84.93,82.7,75.6
Australia,2023-09-25/2023-10-01,29379.0,0.0,0.0,0.0,160.0,68653247.0,22231734.0,21647523.0,19790466.0,262.26,84.93,82.7,75.6
Australia,2023-10-02/2023-10-08,33069.0,0.0,0.0,0.0,180.28571428571428,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-10-09/2023-10-15,55818.0,0.0,0.0,0.0,304.7142857142857,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-10-16/2023-10-22,59507.0,0.0,0.0,0.0,325.0,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-10-23/2023-10-29,59507.0,0.0,0.0,0.0,325.0,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-10-30/2023-11-05,59507.0,0.0,0.0,0.0,325.0,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-11-06/2023-11-12,59507.0,0.0,0.0,0.0,325.0,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-11-13/2023-11-19,59507.0,0.0,0.0,0.0,325.0,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-11-20/2023-11-26,59507.0,0.0,0.0,0.0,325.0,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-11-27/2023-12-03,59507.0,0.0,0.0,0.0,325.0,68770769.0,22231734.0,21647523.0,19790466.0,262.71,84.93,82.7,75.6
Australia,2023-12-04/2023-12-10,65807.0,0.0,0.0,0.0,359.2857142857143,69306345.0,22231734.0,21647523.0,19790466.0,264.76,84.93,82.7,75.6
Australia,2023-12-11/2023-12-17,104652.0,0.0,0.0,0.0,570.7142857142857,69306345.0,22231734.0,21647523.0,19790466.0,264.76,84.93,82.7,75.6
Australia,2023-12-18/2023-12-24,110950.0,0.0,0.0,0.0,605.0,69306345.0,22231734.0,21647523.0,19790466.0,264.76,84.93,82.7,75.6
Australia,2023-12-25/2023-12-31,110950.0,0.0,0.0,0.0,605.0,69686752.0,22231734.0,21647523.0,19790466.0,266.21,84.93,82.7,75.6
China,2020-12-14/2020-12-20,937500.0,0.0,0.0,0.0,109.16666666666667,1500000.0,,,,0.11,,,
China,2020-12-21/2020-12-27,1312500.0,0.0,0.0,0.0,131.0,1500000.0,,,,0.11,,,
China,2020-12-28/2021-01-03,1580358.0,0.0,0.0,0.0,158.0,4500000.0,,,,0.32,,,
China,2021-01-04/2021-01-10,3196428.0,0.0,0.0,0.0,320.42857142857144,9000000.0,,,,0.63,,,
China,2021-01-11/2021-01-17,2948979.0,0.0,0.0,0.0,295.42857142857144,10000000.0,,,,0.7,,,
China,2021-01-18/2021-01-24,5629898.0,0.0,0.0,0.0,563.8571428571429,15000000.0,,,,1.05,,,
China,2021-01-25/2021-01-31,6567336.0,0.0,0.0,0.0,658.1428571428571,24000000.0,,,,1.68,,,
China,2021-02-01/2021-02-07,9302264.0,0.0,0.0,0.0,932.0,31236000.0,,,,2.19,,,
China,2021-02-08/2021-02-14,9239573.0,0.0,0.0,0.0,925.5714285714286,40520000.0,,,,2.84,,,
China,2021-02-15/2021-02-21,4551875.0,0.0,0.0,0.0,456.14285714285717,40520000.0,,,,2.84,,,
China,2021-02-22/2021-02-28,4421053.0,0.0,0.0,0.0,443.0,52520000.0,,,,3.68,,,
China,2021-03-01/2021-03-07,5454737.0,0.0,0.0,0.0,546.5714285714286,52520000.0,,,,3.68,,,
China,2021-03-08/2021-03-14,6230000.0,0.0,0.0,0.0,624.0,64980000.0,,,,4.56,,,
China,2021-03-15/2021-03-21,9476501.0,0.0,0.0,0.0,949.4285714285714,74956000.0,,,,5.26,,,
China,2021-03-22/2021-03-28,20644171.0,26150000.0,0.0,0.0,2068.285714285714,106613000.0,,,,7.48,,,
China,2021-03-29/2021-04-04,33646043.0,33357000.0,0.0,0.0,3371.0,139970000.0,,,,9.82,,,
China,2021-04-05/2021-04-11,28973285.0,27373000.0,0.0,0.0,2902.8571428571427,167343000.0,,,,11.74,,,
China,2021-04-12/2021-04-18,27750999.0,24784000.0,0.0,0.0,2780.4285714285716,192127000.0,,,,13.47,,,
China,2021-04-19/2021-04-25,27298286.0,32774000.0,0.0,0.0,2735.1428571428573,224901000.0,,,,15.77,,,
China,2021-04-26/2021-05-02,43278001.0,50437000.0,0.0,0.0,4335.857142857143,275338000.0,,,,19.31,,,
China,2021-05-03/2021-05-09,46905571.0,48969000.0,0.0,0.0,4699.285714285715,324307000.0,,,,22.74,,,
China,2021-05-10/2021-05-16,67917286.0,82631000.0,0.0,0.0,6804.571428571428,406938000.0,,,,28.54,,,
China,2021-05-17/2021-05-23,98280142.0,103920000.0,0.0,0.0,9846.57142857143,510858000.0,,,,35.83,,,
China,2021-05-24/2021-05-30,117546427.0,128314000.0,0.0,0.0,11776.57142857143,639172000.0,,,,44.83,,,
